Media Movel
Abertura; Desvio Padrao; Fechamento; Desvio Padrao; Alta; Desvio Padrao; Baixa; Desvio Padrao;
0,63428;0,00194;0,63428;0,00137;0,63434;0,00237;0,63423;0,00274;
0,63428;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63427;0,00137;0,63433;0,00237;0,63422;0,00274;
0,63427;0,00194;0,63426;0,00137;0,63432;0,00237;0,63422;0,00274;
0,63426;0,00194;0,63426;0,00137;0,63432;0,00237;0,63421;0,00274;
0,63426;0,00194;0,63426;0,00137;0,63432;0,00237;0,63421;0,00274;
0,63426;0,00194;0,63425;0,00137;0,63431;0,00237;0,63421;0,00274;
0,63425;0,00194;0,63425;0,00137;0,63431;0,00237;0,63420;0,00274;
0,63425;0,00194;0,63424;0,00137;0,63430;0,00237;0,63420;0,00274;
0,63424;0,00194;0,63422;0,00137;0,63429;0,00237;0,63418;0,00274;
0,63422;0,00194;0,63421;0,00137;0,63427;0,00237;0,63417;0,00274;
0,63421;0,00194;0,63419;0,00137;0,63425;0,00237;0,63415;0,00274;
0,63419;0,00194;0,63418;0,00137;0,63424;0,00237;0,63413;0,00274;
0,63418;0,00194;0,63417;0,00137;0,63423;0,00237;0,63412;0,00274;
0,63416;0,00194;0,63415;0,00137;0,63422;0,00237;0,63411;0,00274;
0,63415;0,00194;0,63414;0,00137;0,63421;0,00237;0,63410;0,00274;
0,63414;0,00194;0,63413;0,00137;0,63420;0,00237;0,63408;0,00274;
0,63413;0,00194;0,63411;0,00137;0,63418;0,00237;0,63407;0,00274;
0,63411;0,00194;0,63410;0,00137;0,63417;0,00237;0,63406;0,00274;
0,63410;0,00194;0,63409;0,00137;0,63416;0,00237;0,63405;0,00274;
0,63409;0,00194;0,63408;0,00137;0,63415;0,00237;0,63403;0,00274;
0,63408;0,00194;0,63407;0,00137;0,63414;0,00237;0,63403;0,00274;
0,63407;0,00194;0,63406;0,00137;0,63413;0,00237;0,63402;0,00274;
0,63406;0,00194;0,63405;0,00137;0,63413;0,00237;0,63400;0,00274;
0,63405;0,00194;0,63404;0,00137;0,63411;0,00237;0,63399;0,00274;
0,63404;0,00194;0,63403;0,00137;0,63410;0,00237;0,63398;0,00274;
0,63402;0,00194;0,63402;0,00137;0,63409;0,00237;0,63397;0,00274;
0,63401;0,00194;0,63401;0,00137;0,63408;0,00237;0,63396;0,00274;
0,63401;0,00194;0,63400;0,00137;0,63407;0,00237;0,63395;0,00274;
0,63400;0,00194;0,63399;0,00137;0,63406;0,00237;0,63394;0,00274;
0,63399;0,00194;0,63399;0,00137;0,63405;0,00237;0,63394;0,00274;
0,63399;0,00194;0,63398;0,00137;0,63405;0,00237;0,63393;0,00274;
0,63398;0,00194;0,63398;0,00137;0,63405;0,00237;0,63393;0,00274;
0,63398;0,00194;0,63398;0,00137;0,63405;0,00237;0,63393;0,00274;
0,63398;0,00194;0,63398;0,00137;0,63405;0,00237;0,63393;0,00274;
0,63398;0,00194;0,63398;0,00137;0,63405;0,00237;0,63393;0,00274;
0,63398;0,00194;0,63399;0,00137;0,63405;0,00237;0,63393;0,00274;
0,63399;0,00194;0,63399;0,00137;0,63406;0,00237;0,63393;0,00274;
0,63399;0,00194;0,63400;0,00137;0,63407;0,00237;0,63394;0,00274;
0,63400;0,00194;0,63401;0,00137;0,63407;0,00237;0,63394;0,00274;
0,63401;0,00194;0,63402;0,00137;0,63408;0,00237;0,63395;0,00274;
0,63401;0,00194;0,63402;0,00137;0,63408;0,00237;0,63395;0,00274;
0,63402;0,00194;0,63402;0,00137;0,63409;0,00237;0,63396;0,00274;
0,63402;0,00194;0,63402;0,00137;0,63409;0,00237;0,63396;0,00274;
0,63402;0,00194;0,63403;0,00137;0,63409;0,00237;0,63396;0,00274;
0,63403;0,00194;0,63403;0,00137;0,63409;0,00237;0,63397;0,00274;
0,63403;0,00194;0,63404;0,00137;0,63410;0,00237;0,63397;0,00274;
0,63404;0,00194;0,63404;0,00137;0,63410;0,00237;0,63398;0,00274;
0,63404;0,00194;0,63404;0,00137;0,63410;0,00237;0,63398;0,00274;
0,63404;0,00194;0,63404;0,00137;0,63411;0,00237;0,63398;0,00274;
0,63405;0,00194;0,63405;0,00137;0,63411;0,00237;0,63398;0,00274;
0,63405;0,00194;0,63406;0,00137;0,63412;0,00237;0,63399;0,00274;
0,63406;0,00194;0,63407;0,00137;0,63413;0,00237;0,63400;0,00274;
0,63407;0,00194;0,63408;0,00137;0,63414;0,00237;0,63401;0,00274;
0,63408;0,00194;0,63410;0,00137;0,63416;0,00237;0,63403;0,00274;
0,63410;0,00194;0,63412;0,00137;0,63418;0,00237;0,63404;0,00274;
0,63412;0,00194;0,63414;0,00137;0,63420;0,00237;0,63406;0,00274;
0,63414;0,00194;0,63416;0,00137;0,63422;0,00237;0,63408;0,00274;
0,63416;0,00194;0,63418;0,00137;0,63424;0,00237;0,63410;0,00274;
0,63418;0,00194;0,63420;0,00137;0,63426;0,00237;0,63412;0,00274;
0,63420;0,00194;0,63422;0,00137;0,63428;0,00237;0,63414;0,00274;
0,63422;0,00194;0,63424;0,00137;0,63430;0,00237;0,63416;0,00274;
0,63424;0,00194;0,63425;0,00137;0,63431;0,00237;0,63418;0,00274;
0,63425;0,00194;0,63427;0,00137;0,63433;0,00237;0,63420;0,00274;
0,63427;0,00194;0,63429;0,00137;0,63434;0,00237;0,63421;0,00274;
0,63429;0,00194;0,63430;0,00137;0,63436;0,00237;0,63423;0,00274;
0,63430;0,00194;0,63431;0,00137;0,63437;0,00237;0,63424;0,00274;
0,63431;0,00194;0,63432;0,00137;0,63438;0,00237;0,63425;0,00274;
0,63431;0,00194;0,63433;0,00137;0,63439;0,00237;0,63426;0,00274;
0,63432;0,00194;0,63434;0,00137;0,63440;0,00237;0,63427;0,00274;
0,63434;0,00194;0,63436;0,00137;0,63442;0,00237;0,63428;0,00274;
0,63435;0,00194;0,63433;0,00137;0,63443;0,00237;0,63425;0,00274;
0,63433;0,00194;0,63431;0,00137;0,63441;0,00237;0,63423;0,00274;
0,63431;0,00194;0,63428;0,00137;0,63439;0,00237;0,63420;0,00274;
0,63428;0,00194;0,63426;0,00137;0,63436;0,00237;0,63418;0,00274;
0,63425;0,00194;0,63422;0,00137;0,63433;0,00237;0,63414;0,00274;
0,63422;0,00194;0,63417;0,00137;0,63429;0,00237;0,63410;0,00274;
0,63418;0,00194;0,63413;0,00137;0,63425;0,00237;0,63405;0,00274;
0,63413;0,00194;0,63407;0,00137;0,63420;0,00237;0,63400;0,00274;
0,63407;0,00194;0,63402;0,00137;0,63415;0,00237;0,63394;0,00274;
0,63403;0,00194;0,63398;0,00137;0,63411;0,00237;0,63390;0,00274;
0,63398;0,00194;0,63394;0,00137;0,63406;0,00237;0,63386;0,00274;
0,63394;0,00194;0,63391;0,00137;0,63404;0,00237;0,63382;0,00274;
0,63392;0,00194;0,63388;0,00137;0,63401;0,00237;0,63379;0,00274;
0,63388;0,00194;0,63384;0,00137;0,63397;0,00237;0,63376;0,00274;
0,63385;0,00194;0,63382;0,00137;0,63394;0,00237;0,63372;0,00274;
0,63382;0,00194;0,63379;0,00137;0,63391;0,00237;0,63369;0,00274;
0,63379;0,00194;0,63375;0,00137;0,63388;0,00237;0,63366;0,00274;
0,63375;0,00194;0,63373;0,00137;0,63385;0,00237;0,63363;0,00274;
0,63373;0,00194;0,63370;0,00137;0,63382;0,00237;0,63361;0,00274;
0,63370;0,00194;0,63369;0,00137;0,63381;0,00237;0,63359;0,00274;
0,63369;0,00194;0,63367;0,00137;0,63379;0,00237;0,63358;0,00274;
0,63367;0,00194;0,63366;0,00137;0,63377;0,00237;0,63356;0,00274;
0,63366;0,00194;0,63364;0,00137;0,63375;0,00237;0,63355;0,00274;
0,63364;0,00194;0,63364;0,00137;0,63374;0,00237;0,63354;0,00274;
0,63364;0,00194;0,63364;0,00137;0,63374;0,00237;0,63354;0,00274;
0,63364;0,00194;0,63363;0,00137;0,63373;0,00237;0,63354;0,00274;
0,63363;0,00194;0,63363;0,00137;0,63373;0,00237;0,63353;0,00274;
0,63363;0,00194;0,63364;0,00137;0,63373;0,00237;0,63354;0,00274;
0,63364;0,00194;0,63364;0,00137;0,63374;0,00237;0,63354;0,00274;
0,63364;0,00194;0,63362;0,00137;0,63374;0,00237;0,63351;0,00274;
0,63361;0,00194;0,63370;0,00137;0,63385;0,00237;0,63349;0,00274;
0,63370;0,00194;0,63373;0,00137;0,63394;0,00237;0,63351;0,00274;
0,63374;0,00194;0,63380;0,00137;0,63400;0,00237;0,63355;0,00274;
0,63380;0,00194;0,63392;0,00137;0,63412;0,00237;0,63361;0,00274;
0,63392;0,00194;0,63401;0,00137;0,63423;0,00237;0,63370;0,00274;
0,63401;0,00194;0,63413;0,00137;0,63435;0,00237;0,63380;0,00274;
0,63413;0,00194;0,63423;0,00137;0,63445;0,00237;0,63391;0,00274;
0,63423;0,00194;0,63433;0,00137;0,63455;0,00237;0,63402;0,00274;
0,63433;0,00194;0,63442;0,00137;0,63463;0,00237;0,63411;0,00274;
0,63442;0,00194;0,63452;0,00137;0,63473;0,00237;0,63420;0,00274;
0,63452;0,00194;0,63463;0,00137;0,63483;0,00237;0,63431;0,00274;
0,63463;0,00194;0,63474;0,00137;0,63494;0,00237;0,63442;0,00274;
0,63474;0,00194;0,63486;0,00137;0,63504;0,00237;0,63454;0,00274;
0,63486;0,00194;0,63498;0,00137;0,63517;0,00237;0,63466;0,00274;
0,63498;0,00194;0,63509;0,00137;0,63528;0,00237;0,63478;0,00274;
0,63509;0,00194;0,63520;0,00137;0,63540;0,00237;0,63489;0,00274;
0,63521;0,00194;0,63531;0,00137;0,63551;0,00237;0,63501;0,00274;
0,63531;0,00194;0,63539;0,00137;0,63560;0,00237;0,63510;0,00274;
