<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2022.08.17	11:08:05.277	134.895	134.895			6
2022.08.17	11:08:05.588	134.896	134.896			6
2022.08.17	11:08:05.792	134.895	134.895			6
2022.08.17	11:08:06.098	134.896	134.896			6
2022.08.17	11:08:06.385	134.895	134.895			6
2022.08.17	11:08:06.442	134.896	134.896			6
2022.08.17	11:08:06.639	134.895	134.895			6
2022.08.17	11:08:07.602	134.896	134.896			6
2022.08.17	11:08:07.933	134.895	134.895			6
2022.08.17	11:08:08.059	134.896	134.896			6
2022.08.17	11:08:08.262	134.894	134.894			6
2022.08.17	11:08:08.357	134.895	134.895			6
2022.08.17	11:08:08.662	134.892	134.892			6
2022.08.17	11:08:08.909	134.890	134.890			6
2022.08.17	11:08:09.007	134.889	134.889			6
2022.08.17	11:08:09.114	134.888	134.888			6
2022.08.17	11:08:09.215	134.887	134.887			6
2022.08.17	11:08:09.311	134.885	134.885			6
2022.08.17	11:08:09.413	134.886	134.886			6
2022.08.17	11:08:09.644	134.883	134.883			6
2022.08.17	11:08:09.959	134.884	134.884			6
2022.08.17	11:08:10.159	134.883	134.883			6
2022.08.17	11:08:10.259	134.884	134.884			6
2022.08.17	11:08:10.498	134.883	134.883			6
2022.08.17	11:08:10.617	134.884	134.884			6
2022.08.17	11:08:11.667	134.883	134.883			6
2022.08.17	11:08:11.965	134.882	134.882			6
2022.08.17	11:08:12.197	134.883	134.883			6
2022.08.17	11:08:12.440	134.884	134.884			6
2022.08.17	11:08:12.533	134.881	134.881			6
2022.08.17	11:08:13.382	134.880	134.880			6
2022.08.17	11:08:13.487	134.881	134.881			6
2022.08.17	11:08:13.596	134.874	134.874			6
2022.08.17	11:08:13.688	134.871	134.871			6
2022.08.17	11:08:13.797	134.865	134.865			6
2022.08.17	11:08:13.924	134.867	134.867			6
2022.08.17	11:08:14.044	134.866	134.866			6
2022.08.17	11:08:14.140	134.865	134.865			6
2022.08.17	11:08:14.537	134.868	134.868			6
2022.08.17	11:08:14.648	134.869	134.869			6
2022.08.17	11:08:14.899	134.866	134.866			6
2022.08.17	11:08:15.003	134.867	134.867			6
2022.08.17	11:08:15.199	134.866	134.866			6
2022.08.17	11:08:15.400	134.868	134.868			6
2022.08.17	11:08:15.501	134.867	134.867			6
2022.08.17	11:08:15.946	134.868	134.868			6
2022.08.17	11:08:16.606	134.875	134.875			6
2022.08.17	11:08:16.903	134.876	134.876			6
2022.08.17	11:08:17.204	134.875	134.875			6
2022.08.17	11:08:17.335	134.876	134.876			6
2022.08.17	11:08:17.461	134.875	134.875			6
2022.08.17	11:08:18.315	134.871	134.871			6
2022.08.17	11:08:18.813	134.872	134.872			6
2022.08.17	11:08:18.919	134.871	134.871			6
2022.08.17	11:08:19.042	134.873	134.873			6
2022.08.17	11:08:19.168	134.872	134.872			6
2022.08.17	11:08:19.260	134.873	134.873			6
2022.08.17	11:08:19.368	134.872	134.872			6
2022.08.17	11:08:19.563	134.873	134.873			6
2022.08.17	11:08:19.666	134.874	134.874			6
2022.08.17	11:08:19.769	134.875	134.875			6
2022.08.17	11:08:20.420	134.874	134.874			6
2022.08.17	11:08:20.639	134.868	134.868			6
2022.08.17	11:08:20.753	134.867	134.867			6
2022.08.17	11:08:20.877	134.862	134.862			6
2022.08.17	11:08:21.073	134.865	134.865			6
2022.08.17	11:08:21.273	134.866	134.866			6
2022.08.17	11:08:21.384	134.865	134.865			6
2022.08.17	11:08:21.517	134.866	134.866			6
2022.08.17	11:08:21.596	134.865	134.865			6
2022.08.17	11:08:21.927	134.869	134.869			6
2022.08.17	11:08:22.124	134.871	134.871			6
2022.08.17	11:08:22.226	134.870	134.870			6
2022.08.17	11:08:22.331	134.868	134.868			6
2022.08.17	11:08:22.458	134.865	134.865			6
2022.08.17	11:08:22.577	134.866	134.866			6
2022.08.17	11:08:22.670	134.865	134.865			6
2022.08.17	11:08:22.795	134.866	134.866			6
2022.08.17	11:08:22.883	134.862	134.862			6
2022.08.17	11:08:22.981	134.864	134.864			6
2022.08.17	11:08:23.082	134.863	134.863			6
2022.08.17	11:08:23.186	134.864	134.864			6
2022.08.17	11:08:23.310	134.863	134.863			6
2022.08.17	11:08:23.834	134.862	134.862			6
2022.08.17	11:08:24.040	134.863	134.863			6
2022.08.17	11:08:25.749	134.862	134.862			6
2022.08.17	11:08:25.870	134.861	134.861			6
2022.08.17	11:08:26.090	134.862	134.862			6
2022.08.17	11:08:27.387	134.861	134.861			6
2022.08.17	11:08:27.478	134.860	134.860			6
2022.08.17	11:08:27.585	134.859	134.859			6
2022.08.17	11:08:27.804	134.857	134.857			6
2022.08.17	11:08:28.001	134.856	134.856			6
2022.08.17	11:08:29.604	134.855	134.855			6
2022.08.17	11:08:29.803	134.856	134.856			6
2022.08.17	11:08:30.363	134.855	134.855			6
2022.08.17	11:08:30.455	134.856	134.856			6
2022.08.17	11:08:31.113	134.855	134.855			6
2022.08.17	11:08:31.524	134.856	134.856			6
2022.08.17	11:08:31.619	134.854	134.854			6
2022.08.17	11:08:31.726	134.853	134.853			6
2022.08.17	11:08:31.850	134.849	134.849			6
2022.08.17	11:08:32.174	134.851	134.851			6
2022.08.17	11:08:32.268	134.850	134.850			6
2022.08.17	11:08:32.364	134.851	134.851			6
2022.08.17	11:08:32.697	134.852	134.852			6
2022.08.17	11:08:32.819	134.851	134.851			6
2022.08.17	11:08:32.915	134.852	134.852			6
2022.08.17	11:08:33.230	134.851	134.851			6
2022.08.17	11:08:34.074	134.854	134.854			6
2022.08.17	11:08:34.168	134.853	134.853			6
2022.08.17	11:08:34.274	134.854	134.854			6
2022.08.17	11:08:34.403	134.853	134.853			6
2022.08.17	11:08:34.635	134.852	134.852			6
2022.08.17	11:08:34.725	134.853	134.853			6
2022.08.17	11:08:34.930	134.852	134.852			6
2022.08.17	11:08:35.026	134.854	134.854			6
2022.08.17	11:08:35.136	134.852	134.852			6
2022.08.17	11:08:35.385	134.853	134.853			6
2022.08.17	11:08:36.382	134.860	134.860			6
2022.08.17	11:08:36.457	134.859	134.859			6
2022.08.17	11:08:36.571	134.862	134.862			6
2022.08.17	11:08:36.666	134.861	134.861			6
2022.08.17	11:08:36.868	134.860	134.860			6
2022.08.17	11:08:37.093	134.861	134.861			6
2022.08.17	11:08:37.191	134.860	134.860			6
2022.08.17	11:08:37.299	134.858	134.858			6
2022.08.17	11:08:37.502	134.857	134.857			6
2022.08.17	11:08:37.598	134.856	134.856			6
2022.08.17	11:08:37.700	134.857	134.857			6
2022.08.17	11:08:37.817	134.856	134.856			6
2022.08.17	11:08:37.945	134.857	134.857			6
2022.08.17	11:08:39.752	134.856	134.856			6
2022.08.17	11:08:41.109	134.854	134.854			6
2022.08.17	11:08:41.238	134.853	134.853			6
2022.08.17	11:08:41.362	134.854	134.854			6
2022.08.17	11:08:41.656	134.853	134.853			6
2022.08.17	11:08:41.761	134.854	134.854			6
2022.08.17	11:08:42.097	134.855	134.855			6
2022.08.17	11:08:42.219	134.856	134.856			6
2022.08.17	11:08:42.413	134.855	134.855			6
2022.08.17	11:08:42.513	134.857	134.857			6
2022.08.17	11:08:42.613	134.856	134.856			6
2022.08.17	11:08:42.712	134.852	134.858			6
2022.08.17	11:08:42.815	134.854	134.854			6
2022.08.17	11:08:43.066	134.855	134.855			6
2022.08.17	11:08:44.224	134.852	134.852			6
2022.08.17	11:08:44.430	134.854	134.854			6
2022.08.17	11:08:44.533	134.853	134.853			6
2022.08.17	11:08:44.655	134.851	134.851			6
2022.08.17	11:08:44.884	134.850	134.850			6
2022.08.17	11:08:45.086	134.849	134.849			6
2022.08.17	11:08:45.186	134.850	134.850			6
2022.08.17	11:08:45.385	134.849	134.849			6
2022.08.17	11:08:45.631	134.850	134.850			6
2022.08.17	11:08:45.730	134.851	134.851			6
2022.08.17	11:08:46.037	134.850	134.850			6
2022.08.17	11:08:46.249	134.848	134.848			6
2022.08.17	11:08:46.690	134.847	134.847			6
2022.08.17	11:08:46.795	134.846	134.846			6
2022.08.17	11:08:46.892	134.847	134.847			6
2022.08.17	11:08:46.991	134.848	134.848			6
2022.08.17	11:08:47.096	134.851	134.851			6
2022.08.17	11:08:47.222	134.852	134.852			6
2022.08.17	11:08:47.353	134.853	134.853			6
2022.08.17	11:08:47.651	134.854	134.854			6
2022.08.17	11:08:47.844	134.853	134.853			6
2022.08.17	11:08:48.702	134.852	134.852			6
2022.08.17	11:08:48.807	134.853	134.853			6
2022.08.17	11:08:48.929	134.854	134.854			6
2022.08.17	11:08:49.051	134.853	134.853			6
2022.08.17	11:08:49.149	134.854	134.854			6
2022.08.17	11:08:49.546	134.856	134.856			6
2022.08.17	11:08:49.660	134.860	134.860			6
2022.08.17	11:08:49.784	134.859	134.859			6
2022.08.17	11:08:50.003	134.857	134.857			6
2022.08.17	11:08:50.411	134.855	134.855			6
2022.08.17	11:08:50.509	134.854	134.854			6
2022.08.17	11:08:51.063	134.851	134.851			6
2022.08.17	11:08:51.267	134.852	134.852			6
2022.08.17	11:08:51.493	134.853	134.853			6
2022.08.17	11:08:51.721	134.854	134.854			6
2022.08.17	11:08:51.822	134.855	134.855			6
2022.08.17	11:08:52.019	134.856	134.856			6
2022.08.17	11:08:52.117	134.855	134.855			6
2022.08.17	11:08:52.971	134.856	134.856			6
2022.08.17	11:08:53.081	134.860	134.860			6
2022.08.17	11:08:53.201	134.861	134.861			6
2022.08.17	11:08:53.419	134.860	134.860			6
2022.08.17	11:08:53.623	134.861	134.861			6
2022.08.17	11:08:53.726	134.860	134.860			6
2022.08.17	11:08:53.828	134.864	134.864			6
2022.08.17	11:08:53.929	134.862	134.862			6
2022.08.17	11:08:54.055	134.861	134.861			6
2022.08.17	11:08:54.280	134.860	134.860			6
2022.08.17	11:08:54.389	134.861	134.861			6
2022.08.17	11:08:54.583	134.862	134.862			6
2022.08.17	11:08:54.680	134.861	134.861			6
2022.08.17	11:08:55.133	134.860	134.860			6
2022.08.17	11:08:56.084	134.861	134.861			6
2022.08.17	11:08:56.193	134.860	134.860			6
2022.08.17	11:08:56.399	134.861	134.861			6
2022.08.17	11:08:56.494	134.860	134.860			6
2022.08.17	11:08:56.621	134.864	134.864			6
2022.08.17	11:08:56.737	134.863	134.863			6
2022.08.17	11:08:56.839	134.861	134.861			6
2022.08.17	11:08:57.138	134.860	134.860			6
2022.08.17	11:08:57.268	134.861	134.861			6
2022.08.17	11:08:57.465	134.860	134.860			6
2022.08.17	11:08:57.593	134.861	134.861			6
2022.08.17	11:08:57.897	134.864	134.864			6
2022.08.17	11:08:58.104	134.862	134.862			6
2022.08.17	11:08:58.328	134.860	134.860			6
2022.08.17	11:08:58.449	134.861	134.861			6
2022.08.17	11:08:58.548	134.860	134.860			6
2022.08.17	11:08:58.648	134.861	134.861			6
2022.08.17	11:08:58.856	134.860	134.860			6
2022.08.17	11:08:58.952	134.861	134.861			6
2022.08.17	11:08:59.177	134.860	134.860			6
2022.08.17	11:08:59.302	134.861	134.861			6
2022.08.17	11:08:59.401	134.860	134.860			6
2022.08.17	11:08:59.501	134.861	134.861			6
2022.08.17	11:08:59.913	134.860	134.860			6
2022.08.17	11:09:00.040	134.862	134.862			6
2022.08.17	11:09:00.259	134.863	134.863			6
2022.08.17	11:09:00.368	134.861	134.861			6
2022.08.17	11:09:00.461	134.860	134.860			6
2022.08.17	11:09:00.558	134.861	134.861			6
2022.08.17	11:09:00.767	134.860	134.860			6
2022.08.17	11:09:00.890	134.861	134.861			6
2022.08.17	11:09:01.010	134.860	134.860			6
2022.08.17	11:09:01.113	134.861	134.861			6
2022.08.17	11:09:01.214	134.860	134.860			6
2022.08.17	11:09:01.316	134.861	134.861			6
2022.08.17	11:09:01.415	134.860	134.860			6
2022.08.17	11:09:01.633	134.861	134.861			6
2022.08.17	11:09:01.750	134.860	134.860			6
2022.08.17	11:09:01.877	134.861	134.861			6
2022.08.17	11:09:01.977	134.860	134.860			6
2022.08.17	11:09:02.070	134.861	134.861			6
2022.08.17	11:09:02.165	134.860	134.860			6
2022.08.17	11:09:02.366	134.861	134.861			6
2022.08.17	11:09:02.822	134.862	134.862			6
2022.08.17	11:09:02.919	134.861	134.861			6
2022.08.17	11:09:03.127	134.862	134.862			6
2022.08.17	11:09:03.456	134.865	134.865			6
2022.08.17	11:09:03.676	134.866	134.866			6
2022.08.17	11:09:03.786	134.864	134.864			6
2022.08.17	11:09:03.882	134.862	134.862			6
2022.08.17	11:09:03.985	134.861	134.861			6
2022.08.17	11:09:04.078	134.864	134.864			6
2022.08.17	11:09:04.183	134.866	134.866			6
2022.08.17	11:09:04.303	134.865	134.865			6
2022.08.17	11:09:04.431	134.862	134.862			6
2022.08.17	11:09:04.621	134.863	134.863			6
2022.08.17	11:09:04.723	134.861	134.861			6
2022.08.17	11:09:04.825	134.862	134.862			6
2022.08.17	11:09:05.033	134.863	134.863			6
2022.08.17	11:09:05.381	134.862	134.862			6
2022.08.17	11:09:05.475	134.863	134.863			6
2022.08.17	11:09:05.684	134.867	134.867			6
2022.08.17	11:09:05.778	134.865	134.865			6
2022.08.17	11:09:05.884	134.868	134.868			6
2022.08.17	11:09:06.012	134.867	134.867			6
2022.08.17	11:09:06.380	134.869	134.869			6
2022.08.17	11:09:06.442	134.868	134.868			6
2022.08.17	11:09:06.542	134.869	134.869			6
2022.08.17	11:09:06.638	134.870	134.870			6
2022.08.17	11:09:06.995	134.869	134.869			6
2022.08.17	11:09:07.117	134.868	134.868			6
2022.08.17	11:09:07.206	134.867	134.867			6
2022.08.17	11:09:07.305	134.869	134.869			6
2022.08.17	11:09:07.387	134.868	134.868			6
2022.08.17	11:09:07.495	134.869	134.869			6
2022.08.17	11:09:07.593	134.867	134.867			6
2022.08.17	11:09:07.721	134.868	134.868			6
2022.08.17	11:09:07.846	134.867	134.867			6
2022.08.17	11:09:07.957	134.870	134.870			6
2022.08.17	11:09:08.052	134.869	134.869			6
2022.08.17	11:09:08.146	134.874	134.874			6
2022.08.17	11:09:08.346	134.873	134.873			6
2022.08.17	11:09:08.450	134.874	134.874			6
2022.08.17	11:09:08.585	134.877	134.877			6
2022.08.17	11:09:08.699	134.878	134.878			6
2022.08.17	11:09:09.104	134.879	134.879			6
2022.08.17	11:09:09.315	134.875	134.875			6
2022.08.17	11:09:09.433	134.876	134.876			6
2022.08.17	11:09:09.573	134.878	134.878			6
2022.08.17	11:09:09.657	134.879	134.879			6
2022.08.17	11:09:09.752	134.877	134.877			6
2022.08.17	11:09:09.958	134.878	134.878			6
2022.08.17	11:09:11.459	134.879	134.879			6
2022.08.17	11:09:11.561	134.878	134.878			6
2022.08.17	11:09:11.756	134.879	134.879			6
2022.08.17	11:09:11.987	134.878	134.878			6
2022.08.17	11:09:12.212	134.877	134.877			6
2022.08.17	11:09:12.313	134.876	134.876			6
2022.08.17	11:09:12.419	134.877	134.877			6
2022.08.17	11:09:12.511	134.875	134.875			6
2022.08.17	11:09:12.724	134.876	134.876			6
2022.08.17	11:09:12.850	134.873	134.873			6
2022.08.17	11:09:12.969	134.874	134.874			6
2022.08.17	11:09:13.074	134.875	134.875			6
2022.08.17	11:09:13.168	134.874	134.874			6
2022.08.17	11:09:13.365	134.873	134.873			6
2022.08.17	11:09:13.474	134.875	134.875			6
2022.08.17	11:09:13.574	134.874	134.874			6
2022.08.17	11:09:13.697	134.873	134.873			6
2022.08.17	11:09:14.022	134.871	134.871			6
2022.08.17	11:09:14.130	134.874	134.874			6
2022.08.17	11:09:14.233	134.873	134.873			6
2022.08.17	11:09:14.441	134.872	134.872			6
2022.08.17	11:09:14.557	134.871	134.871			6
2022.08.17	11:09:14.869	134.870	134.870			6
2022.08.17	11:09:15.408	134.866	134.866			6
2022.08.17	11:09:15.521	134.865	134.865			6
2022.08.17	11:09:15.628	134.863	134.863			6
2022.08.17	11:09:15.830	134.862	134.862			6
2022.08.17	11:09:15.926	134.863	134.863			6
2022.08.17	11:09:16.253	134.861	134.861			6
2022.08.17	11:09:16.385	134.862	134.862			6
2022.08.17	11:09:16.478	134.861	134.861			6
2022.08.17	11:09:16.682	134.862	134.862			6
2022.08.17	11:09:16.776	134.861	134.861			6
2022.08.17	11:09:17.108	134.862	134.862			6
2022.08.17	11:09:17.230	134.860	134.860			6
2022.08.17	11:09:17.331	134.861	134.861			6
2022.08.17	11:09:17.430	134.862	134.862			6
2022.08.17	11:09:17.525	134.861	134.861			6
2022.08.17	11:09:17.628	134.862	134.862			6
2022.08.17	11:09:17.959	134.861	134.861			6
2022.08.17	11:09:18.813	134.862	134.862			6
2022.08.17	11:09:19.240	134.861	134.861			6
2022.08.17	11:09:19.344	134.858	134.858			6
2022.08.17	11:09:19.443	134.855	134.855			6
2022.08.17	11:09:19.546	134.854	134.854			6
2022.08.17	11:09:19.670	134.853	134.853			6
2022.08.17	11:09:19.795	134.855	134.855			6
2022.08.17	11:09:19.888	134.856	134.856			6
2022.08.17	11:09:19.995	134.855	134.855			6
2022.08.17	11:09:20.097	134.856	134.856			6
2022.08.17	11:09:20.190	134.855	134.855			6
2022.08.17	11:09:20.297	134.854	134.854			6
2022.08.17	11:09:20.400	134.856	134.856			6
2022.08.17	11:09:20.529	134.855	134.855			6
2022.08.17	11:09:20.649	134.856	134.856			6
2022.08.17	11:09:20.745	134.857	134.857			6
2022.08.17	11:09:20.846	134.858	134.858			6
2022.08.17	11:09:20.950	134.856	134.856			6
2022.08.17	11:09:21.044	134.857	134.857			6
2022.08.17	11:09:23.503	134.858	134.858			6
2022.08.17	11:09:23.606	134.857	134.857			6
2022.08.17	11:09:23.705	134.858	134.858			6
2022.08.17	11:09:23.811	134.857	134.857			6
2022.08.17	11:09:24.158	134.856	134.856			6
2022.08.17	11:09:24.264	134.857	134.857			6
2022.08.17	11:09:24.562	134.855	134.855			6
2022.08.17	11:09:24.794	134.854	134.854			6
2022.08.17	11:09:24.914	134.855	134.855			6
2022.08.17	11:09:25.218	134.854	134.854			6
2022.08.17	11:09:25.315	134.855	134.855			6
2022.08.17	11:09:25.643	134.854	134.854			6
2022.08.17	11:09:25.772	134.855	134.855			6
2022.08.17	11:09:25.875	134.854	134.854			6
2022.08.17	11:09:25.973	134.857	134.857			6
2022.08.17	11:09:26.076	134.858	134.858			6
2022.08.17	11:09:26.176	134.857	134.857			6
2022.08.17	11:09:26.425	134.858	134.858			6
2022.08.17	11:09:26.721	134.857	134.857			6
2022.08.17	11:09:26.821	134.858	134.858			6
2022.08.17	11:09:27.581	134.857	134.857			6
2022.08.17	11:09:27.683	134.858	134.858			6
2022.08.17	11:09:28.082	134.857	134.857			6
2022.08.17	11:09:28.204	134.858	134.858			6
2022.08.17	11:09:28.461	134.857	134.857			6
2022.08.17	11:09:28.760	134.859	134.859			6
2022.08.17	11:09:28.857	134.858	134.858			6
2022.08.17	11:09:29.288	134.859	134.859			6
2022.08.17	11:09:29.389	134.861	134.861			6
2022.08.17	11:09:29.590	134.860	134.860			6
2022.08.17	11:09:29.914	134.859	134.859			6
2022.08.17	11:09:30.037	134.860	134.860			6
2022.08.17	11:09:30.140	134.858	134.858			6
2022.08.17	11:09:30.340	134.859	134.859			6
2022.08.17	11:09:30.443	134.858	134.858			6
2022.08.17	11:09:30.538	134.859	134.859			6
2022.08.17	11:09:30.647	134.858	134.858			6
2022.08.17	11:09:31.394	134.859	134.859			6
2022.08.17	11:09:31.743	134.858	134.858			6
2022.08.17	11:09:31.849	134.859	134.859			6
2022.08.17	11:09:32.048	134.858	134.858			6
2022.08.17	11:09:32.154	134.859	134.859			6
2022.08.17	11:09:32.252	134.856	134.856			6
2022.08.17	11:09:32.360	134.857	134.857			6
2022.08.17	11:09:32.490	134.862	134.862			6
2022.08.17	11:09:32.608	134.863	134.863			6
2022.08.17	11:09:32.708	134.865	134.865			6
2022.08.17	11:09:32.806	134.863	134.863			6
2022.08.17	11:09:32.909	134.864	134.864			6
2022.08.17	11:09:33.107	134.866	134.866			6
2022.08.17	11:09:33.209	134.865	134.865			6
2022.08.17	11:09:33.452	134.864	134.864			6
2022.08.17	11:09:33.553	134.866	134.866			6
2022.08.17	11:09:33.648	134.865	134.865			6
2022.08.17	11:09:33.748	134.864	134.864			6
2022.08.17	11:09:33.855	134.863	134.863			6
2022.08.17	11:09:33.964	134.865	134.865			6
2022.08.17	11:09:34.188	134.864	134.864			6
2022.08.17	11:09:34.306	134.865	134.865			6
2022.08.17	11:09:34.405	134.866	134.866			6
2022.08.17	11:09:34.709	134.865	134.865			6
2022.08.17	11:09:34.920	134.866	134.866			6
2022.08.17	11:09:35.191	134.869	134.869			6
2022.08.17	11:09:35.257	134.870	134.870			6
2022.08.17	11:09:35.360	134.871	134.871			6
2022.08.17	11:09:35.458	134.870	134.870			6
2022.08.17	11:09:35.659	134.873	134.873			6
2022.08.17	11:09:35.766	134.871	134.871			6
2022.08.17	11:09:35.886	134.873	134.873			6
2022.08.17	11:09:37.928	134.872	134.872			6
2022.08.17	11:09:38.033	134.873	134.873			6
2022.08.17	11:09:38.582	134.874	134.874			6
2022.08.17	11:09:38.874	134.873	134.873			6
2022.08.17	11:09:38.981	134.874	134.874			6
2022.08.17	11:09:39.076	134.872	134.872			6
2022.08.17	11:09:39.179	134.873	134.873			6
2022.08.17	11:09:39.308	134.872	134.872			6
2022.08.17	11:09:39.524	134.873	134.873			6
2022.08.17	11:09:39.626	134.872	134.872			6
2022.08.17	11:09:39.724	134.873	134.873			6
2022.08.17	11:09:39.833	134.870	134.870			6
2022.08.17	11:09:39.927	134.871	134.871			6
2022.08.17	11:09:40.154	134.870	134.870			6
2022.08.17	11:09:40.281	134.872	134.872			6
2022.08.17	11:09:40.480	134.870	134.870			6
2022.08.17	11:09:40.681	134.871	134.871			6
2022.08.17	11:09:40.782	134.870	134.870			6
2022.08.17	11:09:41.234	134.871	134.871			6
2022.08.17	11:09:41.341	134.870	134.870			6
2022.08.17	11:09:41.443	134.867	134.867			6
2022.08.17	11:09:41.542	134.865	134.865			6
2022.08.17	11:09:41.872	134.863	134.863			6
2022.08.17	11:09:41.986	134.859	134.859			6
2022.08.17	11:09:42.092	134.860	134.860			6
2022.08.17	11:09:42.283	134.857	134.857			6
2022.08.17	11:09:42.398	134.859	134.859			6
2022.08.17	11:09:42.489	134.858	134.858			6
2022.08.17	11:09:42.590	134.859	134.859			6
2022.08.17	11:09:42.841	134.858	134.858			6
2022.08.17	11:09:43.032	134.859	134.859			6
2022.08.17	11:09:43.135	134.857	134.857			6
2022.08.17	11:09:43.241	134.859	134.859			6
2022.08.17	11:09:43.340	134.857	134.857			6
2022.08.17	11:09:43.884	134.859	134.859			6
2022.08.17	11:09:44.837	134.858	134.858			6
2022.08.17	11:09:45.034	134.859	134.859			6
2022.08.17	11:09:45.587	134.858	134.858			6
2022.08.17	11:09:45.699	134.856	134.856			6
2022.08.17	11:09:45.791	134.855	134.855			6
2022.08.17	11:09:45.886	134.857	134.857			6
2022.08.17	11:09:45.993	134.858	134.858			6
2022.08.17	11:09:46.245	134.853	134.853			6
2022.08.17	11:09:46.443	134.855	134.855			6
2022.08.17	11:09:46.544	134.853	134.853			6
2022.08.17	11:09:46.643	134.854	134.854			6
2022.08.17	11:09:46.853	134.853	134.853			6
2022.08.17	11:09:46.968	134.854	134.854			6
2022.08.17	11:09:47.195	134.853	134.853			6
2022.08.17	11:09:47.292	134.851	134.851			6
2022.08.17	11:09:47.387	134.852	134.852			6
2022.08.17	11:09:47.589	134.853	134.853			6
2022.08.17	11:09:48.150	134.852	134.852			6
2022.08.17	11:09:48.244	134.853	134.853			6
2022.08.17	11:09:48.342	134.852	134.852			6
2022.08.17	11:09:48.441	134.853	134.853			6
2022.08.17	11:09:48.542	134.852	134.852			6
2022.08.17	11:09:49.091	134.853	134.853			6
2022.08.17	11:09:49.194	134.849	134.849			6
2022.08.17	11:09:49.293	134.848	134.848			6
2022.08.17	11:09:49.525	134.846	134.846			6
2022.08.17	11:09:50.047	134.845	134.845			6
2022.08.17	11:09:50.148	134.847	134.847			6
2022.08.17	11:09:50.501	134.844	134.844			6
2022.08.17	11:09:50.606	134.845	134.845			6
2022.08.17	11:09:51.651	134.846	134.846			6
2022.08.17	11:09:51.760	134.842	134.842			6
2022.08.17	11:09:51.971	134.839	134.839			6
2022.08.17	11:09:52.090	134.831	134.831			6
2022.08.17	11:09:52.211	134.833	134.833			6
2022.08.17	11:09:52.322	134.831	134.831			6
2022.08.17	11:09:52.503	134.832	134.832			6
2022.08.17	11:09:52.603	134.831	134.831			6
2022.08.17	11:09:52.703	134.833	134.833			6
2022.08.17	11:09:52.818	134.834	134.834			6
2022.08.17	11:09:53.052	134.835	134.835			6
2022.08.17	11:09:53.154	134.834	134.834			6
2022.08.17	11:09:53.254	134.833	134.833			6
2022.08.17	11:09:53.364	134.830	134.830			6
2022.08.17	11:09:53.458	134.829	134.829			6
2022.08.17	11:09:53.558	134.831	134.831			6
2022.08.17	11:09:53.663	134.830	134.830			6
2022.08.17	11:09:53.781	134.832	134.832			6
2022.08.17	11:09:54.009	134.831	134.831			6
2022.08.17	11:09:54.114	134.832	134.832			6
2022.08.17	11:09:54.218	134.834	134.834			6
2022.08.17	11:09:54.409	134.836	134.836			6
2022.08.17	11:09:54.516	134.832	134.832			6
2022.08.17	11:09:54.757	134.833	134.833			6
2022.08.17	11:09:54.860	134.832	134.832			6
2022.08.17	11:09:55.064	134.833	134.833			6
2022.08.17	11:09:55.280	134.834	134.834			6
2022.08.17	11:09:55.493	134.836	134.836			6
2022.08.17	11:09:55.612	134.837	134.837			6
2022.08.17	11:09:55.810	134.838	134.838			6
2022.08.17	11:09:55.910	134.839	134.839			6
2022.08.17	11:09:56.011	134.838	134.838			6
2022.08.17	11:09:56.121	134.839	134.839			6
2022.08.17	11:09:56.227	134.838	134.838			6
2022.08.17	11:09:56.378	134.836	134.836			6
2022.08.17	11:09:56.471	134.837	134.837			6
2022.08.17	11:09:56.568	134.836	134.836			6
2022.08.17	11:09:56.767	134.837	134.837			6
2022.08.17	11:09:56.864	134.835	134.835			6
2022.08.17	11:09:56.972	134.836	134.836			6
2022.08.17	11:09:57.324	134.837	134.837			6
2022.08.17	11:09:57.425	134.835	134.835			6
2022.08.17	11:09:57.520	134.834	134.834			6
2022.08.17	11:09:57.627	134.835	134.835			6
2022.08.17	11:09:57.731	134.834	134.834			6
2022.08.17	11:09:57.830	134.833	134.833			6
2022.08.17	11:09:57.931	134.834	134.834			6
2022.08.17	11:09:58.057	134.832	134.832			6
2022.08.17	11:09:58.177	134.834	134.834			6
2022.08.17	11:09:58.372	134.833	134.833			6
2022.08.17	11:09:58.790	134.832	134.832			6
2022.08.17	11:09:58.905	134.831	134.831			6
2022.08.17	11:09:59.035	134.832	134.832			6
2022.08.17	11:09:59.139	134.835	134.835			6
2022.08.17	11:09:59.231	134.836	134.836			6
2022.08.17	11:09:59.334	134.838	134.838			6
2022.08.17	11:09:59.437	134.839	134.839			6
2022.08.17	11:09:59.535	134.840	134.840			6
2022.08.17	11:09:59.645	134.843	134.843			6
2022.08.17	11:09:59.764	134.842	134.842			6
2022.08.17	11:09:59.978	134.844	134.844			6
2022.08.17	11:10:00.081	134.844				2
2022.08.17	11:10:00.382	134.845	134.845			6
2022.08.17	11:10:00.483	134.844	134.844			6
2022.08.17	11:10:00.734	134.845	134.845			6
2022.08.17	11:10:01.037	134.846	134.846			6
2022.08.17	11:10:01.137	134.847	134.847			6
2022.08.17	11:10:01.467	134.848	134.848			6
2022.08.17	11:10:02.200	134.847	134.847			6
2022.08.17	11:10:02.544	134.845	134.845			6
2022.08.17	11:10:02.672	134.847	134.847			6
2022.08.17	11:10:02.876	134.846	134.846			6
2022.08.17	11:10:02.974	134.849	134.849			6
2022.08.17	11:10:03.072	134.848	134.848			6
