<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2022.08.17	11:21:37.444	134.754	134.754			6
2022.08.17	11:21:37.539	134.753	134.753			6
2022.08.17	11:21:37.642	134.754	134.754			6
2022.08.17	11:21:38.494	134.753	134.753			6
2022.08.17	11:21:38.694	134.754	134.754			6
2022.08.17	11:21:39.449	134.753	134.753			6
2022.08.17	11:21:40.129	134.754	134.754			6
2022.08.17	11:21:40.330	134.755	134.755			6
2022.08.17	11:21:41.811	134.754	134.754			6
2022.08.17	11:21:41.912	134.755	134.755			6
2022.08.17	11:21:42.009	134.754	134.754			6
2022.08.17	11:21:42.107	134.755	134.755			6
2022.08.17	11:21:43.071	134.754	134.754			6
2022.08.17	11:21:43.193	134.755	134.755			6
2022.08.17	11:21:43.416	134.754	134.754			6
2022.08.17	11:21:43.513	134.755	134.755			6
2022.08.17	11:21:43.616	134.754	134.754			6
2022.08.17	11:21:44.052	134.755	134.755			6
2022.08.17	11:21:44.904	134.754	134.754			6
2022.08.17	11:21:45.026	134.755	134.755			6
2022.08.17	11:21:45.129	134.754	134.754			6
2022.08.17	11:21:45.330	134.755	134.755			6
2022.08.17	11:21:45.528	134.754	134.754			6
2022.08.17	11:21:45.630	134.755	134.755			6
2022.08.17	11:21:45.754	134.754	134.754			6
2022.08.17	11:21:46.078	134.755	134.755			6
2022.08.17	11:21:46.180	134.754	134.754			6
2022.08.17	11:21:46.726	134.755	134.755			6
2022.08.17	11:21:46.833	134.754	134.754			6
2022.08.17	11:21:46.930	134.755	134.755			6
2022.08.17	11:21:47.131	134.754	134.754			6
2022.08.17	11:21:47.236	134.755	134.755			6
2022.08.17	11:21:47.462	134.754	134.754			6
2022.08.17	11:21:47.992	134.761	134.761			6
2022.08.17	11:21:48.092	134.766	134.766			6
2022.08.17	11:21:48.437	134.765	134.765			6
2022.08.17	11:21:48.640	134.764	134.764			6
2022.08.17	11:21:48.743	134.765	134.765			6
2022.08.17	11:21:48.853	134.766	134.766			6
2022.08.17	11:21:49.050	134.769	134.769			6
2022.08.17	11:21:49.169	134.768	134.768			6
2022.08.17	11:21:49.386	134.766	134.766			6
2022.08.17	11:21:49.488	134.767	134.767			6
2022.08.17	11:21:49.695	134.768	134.768			6
2022.08.17	11:21:49.796	134.767	134.767			6
2022.08.17	11:21:49.901	134.768	134.768			6
2022.08.17	11:21:50.755	134.767	134.767			6
2022.08.17	11:21:51.001	134.768	134.768			6
2022.08.17	11:21:51.862	134.770	134.770			6
2022.08.17	11:21:52.597	134.771	134.771			6
2022.08.17	11:21:53.436	134.770	134.770			6
2022.08.17	11:21:53.560	134.771	134.771			6
2022.08.17	11:21:54.290	134.770	134.770			6
2022.08.17	11:21:55.373	134.771	134.771			6
2022.08.17	11:21:57.070	134.772	134.772			6
2022.08.17	11:21:57.475	134.771	134.771			6
2022.08.17	11:21:58.144	134.767	134.767			6
2022.08.17	11:21:58.332	134.766	134.766			6
2022.08.17	11:21:59.296	134.765	134.765			6
2022.08.17	11:21:59.432	134.763	134.763			6
2022.08.17	11:21:59.546	134.762	134.762			6
2022.08.17	11:22:00.283	134.760	134.760			6
2022.08.17	11:22:00.407	134.761	134.761			6
2022.08.17	11:22:00.503	134.760	134.760			6
2022.08.17	11:22:01.649	134.761	134.761			6
2022.08.17	11:22:01.981	134.760	134.760			6
2022.08.17	11:22:02.412	134.762	134.762			6
2022.08.17	11:22:02.619	134.764	134.764			6
2022.08.17	11:22:02.840	134.765	134.765			6
2022.08.17	11:22:02.966	134.766	134.766			6
2022.08.17	11:22:03.368	134.767	134.767			6
2022.08.17	11:22:04.545	134.766	134.766			6
2022.08.17	11:22:04.671	134.768	134.768			6
2022.08.17	11:22:05.166	134.769	134.769			6
2022.08.17	11:22:05.273	134.768	134.768			6
2022.08.17	11:22:05.520	134.769	134.769			6
2022.08.17	11:22:05.618	134.768	134.768			6
2022.08.17	11:22:07.734	134.770	134.770			6
2022.08.17	11:22:07.840	134.771	134.771			6
2022.08.17	11:22:07.968	134.773	134.773			6
2022.08.17	11:22:08.089	134.774	134.774			6
2022.08.17	11:22:08.384	134.773	134.773			6
2022.08.17	11:22:08.494	134.774	134.774			6
2022.08.17	11:22:08.597	134.775	134.775			6
2022.08.17	11:22:08.823	134.774	134.774			6
2022.08.17	11:22:09.041	134.773	134.773			6
2022.08.17	11:22:09.147	134.772	134.772			6
2022.08.17	11:22:09.244	134.771	134.771			6
2022.08.17	11:22:10.101	134.773	134.773			6
2022.08.17	11:22:10.300	134.772	134.772			6
2022.08.17	11:22:10.406	134.774	134.774			6
2022.08.17	11:22:10.529	134.775	134.775			6
2022.08.17	11:22:10.646	134.776	134.776			6
2022.08.17	11:22:10.747	134.777	134.777			6
2022.08.17	11:22:10.841	134.778	134.778			6
2022.08.17	11:22:11.601	134.781	134.781			6
2022.08.17	11:22:11.696	134.780	134.780			6
2022.08.17	11:22:11.807	134.781	134.781			6
2022.08.17	11:22:12.002	134.780	134.780			6
2022.08.17	11:22:12.355	134.779	134.779			6
2022.08.17	11:22:12.791	134.780	134.780			6
2022.08.17	11:22:12.857	134.781	134.781			6
2022.08.17	11:22:13.091	134.782	134.782			6
2022.08.17	11:22:13.205	134.781	134.781			6
2022.08.17	11:22:13.406	134.782	134.782			6
2022.08.17	11:22:14.059	134.781	134.781			6
2022.08.17	11:22:14.368	134.782	134.782			6
2022.08.17	11:22:14.797	134.783	134.783			6
2022.08.17	11:22:14.917	134.782	134.782			6
2022.08.17	11:22:15.527	134.781	134.781			6
2022.08.17	11:22:15.648	134.782	134.782			6
2022.08.17	11:22:15.868	134.783	134.783			6
2022.08.17	11:22:15.973	134.782	134.782			6
2022.08.17	11:22:16.190	134.777	134.777			6
2022.08.17	11:22:16.380	134.776	134.776			6
2022.08.17	11:22:16.627	134.775	134.775			6
2022.08.17	11:22:16.659	134.774	134.774			6
2022.08.17	11:22:17.358	134.775	134.775			6
2022.08.17	11:22:17.484	134.774	134.774			6
2022.08.17	11:22:17.783	134.775	134.775			6
2022.08.17	11:22:17.883	134.774	134.774			6
2022.08.17	11:22:18.331	134.775	134.775			6
2022.08.17	11:22:18.543	134.774	134.774			6
2022.08.17	11:22:18.840	134.773	134.773			6
2022.08.17	11:22:19.699	134.775	134.775			6
2022.08.17	11:22:19.930	134.778	134.778			6
2022.08.17	11:22:20.049	134.779	134.779			6
2022.08.17	11:22:20.143	134.782	134.782			6
2022.08.17	11:22:20.250	134.780	134.780			6
2022.08.17	11:22:20.448	134.776	134.776			6
2022.08.17	11:22:20.654	134.775	134.775			6
2022.08.17	11:22:20.779	134.774	134.774			6
2022.08.17	11:22:20.999	134.773	134.773			6
2022.08.17	11:22:21.104	134.774	134.774			6
2022.08.17	11:22:21.229	134.773	134.773			6
2022.08.17	11:22:21.632	134.774	134.774			6
2022.08.17	11:22:21.756	134.773	134.773			6
2022.08.17	11:22:22.907	134.772	134.772			6
2022.08.17	11:22:23.121	134.773	134.773			6
2022.08.17	11:22:23.568	134.772	134.772			6
2022.08.17	11:22:23.669	134.773	134.773			6
2022.08.17	11:22:23.770	134.772	134.772			6
2022.08.17	11:22:24.199	134.773	134.773			6
2022.08.17	11:22:24.319	134.772	134.772			6
2022.08.17	11:22:24.731	134.771	134.771			6
2022.08.17	11:22:24.829	134.772	134.772			6
2022.08.17	11:22:24.935	134.773	134.773			6
2022.08.17	11:22:25.180	134.774	134.774			6
2022.08.17	11:22:26.135	134.775	134.775			6
2022.08.17	11:22:26.237	134.776	134.776			6
2022.08.17	11:22:26.441	134.775	134.775			6
2022.08.17	11:22:26.764	134.776	134.776			6
2022.08.17	11:22:26.893	134.774	134.774			6
2022.08.17	11:22:27.397	134.771	134.771			6
2022.08.17	11:22:27.500	134.773	134.773			6
2022.08.17	11:22:27.625	134.772	134.772			6
2022.08.17	11:22:27.753	134.773	134.773			6
2022.08.17	11:22:27.851	134.774	134.774			6
2022.08.17	11:22:28.606	134.773	134.773			6
2022.08.17	11:22:28.700	134.772	134.772			6
2022.08.17	11:22:28.995	134.773	134.773			6
2022.08.17	11:22:29.555	134.772	134.772			6
2022.08.17	11:22:29.657	134.771	134.771			6
2022.08.17	11:22:29.859	134.772	134.772			6
2022.08.17	11:22:30.305	134.773	134.773			6
2022.08.17	11:22:30.409	134.772	134.772			6
2022.08.17	11:22:30.812	134.773	134.773			6
2022.08.17	11:22:30.915	134.772	134.772			6
2022.08.17	11:22:31.664	134.773	134.773			6
2022.08.17	11:22:32.756	134.774	134.774			6
2022.08.17	11:22:34.469	134.776	134.776			6
2022.08.17	11:22:36.389	134.775	134.775			6
2022.08.17	11:22:36.496	134.774	134.774			6
2022.08.17	11:22:36.798	134.778	134.778			6
2022.08.17	11:22:37.024	134.776	134.776			6
2022.08.17	11:22:37.145	134.777	134.777			6
2022.08.17	11:22:39.715	134.780	134.780			6
2022.08.17	11:22:40.008	134.781	134.781			6
2022.08.17	11:22:40.315	134.782	134.782			6
2022.08.17	11:22:40.557	134.783	134.783			6
2022.08.17	11:22:46.410	134.782	134.782			6
2022.08.17	11:22:46.537	134.784	134.784			6
2022.08.17	11:22:46.734	134.785	134.785			6
2022.08.17	11:22:47.030	134.784	134.784			6
2022.08.17	11:22:47.263	134.785	134.785			6
2022.08.17	11:22:47.581	134.784	134.784			6
2022.08.17	11:22:47.682	134.785	134.785			6
2022.08.17	11:22:47.787	134.784	134.784			6
2022.08.17	11:22:48.967	134.785	134.785			6
2022.08.17	11:22:50.552	134.784	134.784			6
2022.08.17	11:22:50.681	134.785	134.785			6
2022.08.17	11:22:51.419	134.786	134.786			6
2022.08.17	11:22:51.677	134.785	134.785			6
2022.08.17	11:22:52.160	134.784	134.784			6
2022.08.17	11:22:52.708	134.785	134.785			6
2022.08.17	11:22:52.807	134.784	134.784			6
2022.08.17	11:22:53.366	134.782	134.782			6
2022.08.17	11:22:53.762	134.781	134.781			6
2022.08.17	11:22:54.091	134.780	134.780			6
2022.08.17	11:22:54.209	134.781	134.781			6
2022.08.17	11:22:54.316	134.780	134.780			6
2022.08.17	11:22:54.410	134.781	134.781			6
2022.08.17	11:22:54.508	134.780	134.780			6
2022.08.17	11:22:54.608	134.781	134.781			6
2022.08.17	11:22:55.063	134.780	134.780			6
2022.08.17	11:22:55.576	134.778	134.778			6
2022.08.17	11:22:55.684	134.774	134.774			6
2022.08.17	11:22:55.805	134.773	134.773			6
2022.08.17	11:22:56.422	134.775	134.775			6
2022.08.17	11:22:57.174	134.774	134.774			6
2022.08.17	11:22:57.268	134.775	134.775			6
2022.08.17	11:22:57.738	134.774	134.774			6
2022.08.17	11:22:57.828	134.775	134.775			6
2022.08.17	11:22:58.234	134.774	134.774			6
2022.08.17	11:22:58.354	134.775	134.775			6
2022.08.17	11:22:58.888	134.774	134.774			6
2022.08.17	11:22:59.212	134.775	134.775			6
2022.08.17	11:22:59.342	134.774	134.774			6
2022.08.17	11:22:59.738	134.775	134.775			6
2022.08.17	11:23:00.065	134.774	134.774			6
2022.08.17	11:23:00.200	134.771	134.771			6
2022.08.17	11:23:00.291	134.770	134.770			6
2022.08.17	11:23:00.399	134.769	134.769			6
2022.08.17	11:23:01.053	134.767	134.767			6
2022.08.17	11:23:01.253	134.765	134.765			6
2022.08.17	11:23:01.458	134.766	134.766			6
2022.08.17	11:23:01.553	134.765	134.765			6
2022.08.17	11:23:01.789	134.764	134.764			6
2022.08.17	11:23:02.115	134.763	134.763			6
2022.08.17	11:23:02.409	134.764	134.764			6
2022.08.17	11:23:02.510	134.763	134.763			6
2022.08.17	11:23:02.639	134.764	134.764			6
2022.08.17	11:23:02.764	134.763	134.763			6
2022.08.17	11:23:02.861	134.764	134.764			6
2022.08.17	11:23:03.167	134.765	134.765			6
2022.08.17	11:23:03.617	134.764	134.764			6
2022.08.17	11:23:03.715	134.765	134.765			6
2022.08.17	11:23:03.814	134.764	134.764			6
2022.08.17	11:23:03.911	134.765	134.765			6
2022.08.17	11:23:04.013	134.764	134.764			6
2022.08.17	11:23:04.350	134.765	134.765			6
2022.08.17	11:23:04.866	134.764	134.764			6
2022.08.17	11:23:05.073	134.765	134.765			6
2022.08.17	11:23:05.330	134.766	134.766			6
2022.08.17	11:23:05.435	134.770	134.770			6
2022.08.17	11:23:05.822	134.769	134.769			6
2022.08.17	11:23:06.054	134.770	134.770			6
2022.08.17	11:23:06.174	134.769	134.769			6
2022.08.17	11:23:06.374	134.770	134.770			6
2022.08.17	11:23:06.483	134.769	134.769			6
2022.08.17	11:23:06.782	134.770	134.770			6
2022.08.17	11:23:06.904	134.769	134.769			6
2022.08.17	11:23:07.035	134.770	134.770			6
2022.08.17	11:23:07.988	134.771	134.771			6
2022.08.17	11:23:09.142	134.769	134.769			6
2022.08.17	11:23:09.243	134.770	134.770			6
2022.08.17	11:23:09.346	134.769	134.769			6
2022.08.17	11:23:09.592	134.768	134.768			6
2022.08.17	11:23:09.691	134.769	134.769			6
2022.08.17	11:23:09.792	134.768	134.768			6
2022.08.17	11:23:09.996	134.769	134.769			6
2022.08.17	11:23:10.321	134.770	134.770			6
2022.08.17	11:23:10.460	134.768	134.768			6
2022.08.17	11:23:10.552	134.767	134.767			6
2022.08.17	11:23:10.650	134.766	134.766			6
2022.08.17	11:23:10.950	134.765	134.765			6
2022.08.17	11:23:11.823	134.766	134.766			6
2022.08.17	11:23:12.029	134.765	134.765			6
2022.08.17	11:23:12.160	134.769	134.769			6
2022.08.17	11:23:12.576	134.770	134.770			6
2022.08.17	11:23:12.677	134.771	134.771			6
2022.08.17	11:23:13.203	134.769	134.769			6
2022.08.17	11:23:13.610	134.770	134.770			6
2022.08.17	11:23:13.735	134.769	134.769			6
2022.08.17	11:23:13.860	134.770	134.770			6
2022.08.17	11:23:13.955	134.769	134.769			6
2022.08.17	11:23:14.058	134.770	134.770			6
2022.08.17	11:23:14.168	134.769	134.769			6
2022.08.17	11:23:14.263	134.770	134.770			6
2022.08.17	11:23:14.363	134.769	134.769			6
2022.08.17	11:23:14.483	134.770	134.770			6
2022.08.17	11:23:14.596	134.769	134.769			6
2022.08.17	11:23:14.742	134.771	134.771			6
2022.08.17	11:23:14.821	134.770	134.770			6
2022.08.17	11:23:15.022	134.771	134.771			6
2022.08.17	11:23:15.223	134.770	134.770			6
2022.08.17	11:23:15.328	134.772	134.772			6
2022.08.17	11:23:15.445	134.771	134.771			6
2022.08.17	11:23:15.669	134.772	134.772			6
2022.08.17	11:23:15.769	134.771	134.771			6
2022.08.17	11:23:15.873	134.772	134.772			6
2022.08.17	11:23:15.970	134.771	134.771			6
2022.08.17	11:23:16.429	134.772	134.772			6
2022.08.17	11:23:16.622	134.773	134.773			6
2022.08.17	11:23:17.675	134.772	134.772			6
2022.08.17	11:23:17.780	134.773	134.773			6
2022.08.17	11:23:17.885	134.772	134.772			6
2022.08.17	11:23:18.007	134.773	134.773			6
2022.08.17	11:23:18.131	134.772	134.772			6
2022.08.17	11:23:18.734	134.773	134.773			6
2022.08.17	11:23:19.080	134.772	134.772			6
2022.08.17	11:23:19.177	134.773	134.773			6
2022.08.17	11:23:19.283	134.772	134.772			6
2022.08.17	11:23:19.585	134.770	134.770			6
2022.08.17	11:23:19.711	134.771	134.771			6
2022.08.17	11:23:19.832	134.770	134.770			6
2022.08.17	11:23:20.035	134.771	134.771			6
2022.08.17	11:23:20.129	134.770	134.770			6
2022.08.17	11:23:22.142	134.771	134.771			6
2022.08.17	11:23:22.794	134.769	134.769			6
2022.08.17	11:23:22.917	134.771	134.771			6
2022.08.17	11:23:23.037	134.770	134.770			6
2022.08.17	11:23:24.393	134.769	134.769			6
2022.08.17	11:23:24.494	134.771	134.771			6
2022.08.17	11:23:24.590	134.770	134.770			6
2022.08.17	11:23:26.109	134.768	134.768			6
2022.08.17	11:23:26.217	134.766	134.766			6
2022.08.17	11:23:26.304	134.765	134.765			6
2022.08.17	11:23:26.535	134.766	134.766			6
2022.08.17	11:23:26.663	134.765	134.765			6
2022.08.17	11:23:27.903	134.764	134.764			6
2022.08.17	11:23:29.221	134.765	134.765			6
2022.08.17	11:23:29.528	134.764	134.764			6
2022.08.17	11:23:29.716	134.765	134.765			6
2022.08.17	11:23:29.823	134.764	134.764			6
2022.08.17	11:23:29.946	134.765	134.765			6
2022.08.17	11:23:30.171	134.764	134.764			6
2022.08.17	11:23:30.372	134.763	134.763			6
2022.08.17	11:23:30.473	134.765	134.765			6
2022.08.17	11:23:30.576	134.764	134.764			6
2022.08.17	11:23:31.435	134.763	134.763			6
2022.08.17	11:23:31.890	134.764	134.764			6
2022.08.17	11:23:33.240	134.763	134.763			6
2022.08.17	11:23:33.998	134.765	134.765			6
2022.08.17	11:23:34.651	134.764	134.764			6
2022.08.17	11:23:35.192	134.763	134.763			6
2022.08.17	11:23:35.299	134.764	134.764			6
2022.08.17	11:23:35.423	134.763	134.763			6
2022.08.17	11:23:35.498	134.764	134.764			6
2022.08.17	11:23:35.607	134.761	134.761			6
2022.08.17	11:23:35.707	134.756	134.756			6
2022.08.17	11:23:35.810	134.757	134.757			6
2022.08.17	11:23:35.933	134.756	134.756			6
2022.08.17	11:23:36.055	134.755	134.755			6
2022.08.17	11:23:36.150	134.757	134.757			6
2022.08.17	11:23:36.257	134.756	134.756			6
2022.08.17	11:23:36.352	134.757	134.757			6
2022.08.17	11:23:36.455	134.756	134.756			6
2022.08.17	11:23:36.658	134.755	134.755			6
2022.08.17	11:23:36.779	134.756	134.756			6
2022.08.17	11:23:37.528	134.757	134.757			6
2022.08.17	11:23:37.758	134.755	134.755			6
2022.08.17	11:23:38.498	134.754	134.754			6
2022.08.17	11:23:38.813	134.753	134.753			6
2022.08.17	11:23:39.011	134.754	134.754			6
2022.08.17	11:23:39.113	134.753	134.753			6
2022.08.17	11:23:39.663	134.754	134.754			6
2022.08.17	11:23:39.860	134.753	134.753			6
2022.08.17	11:23:39.968	134.754	134.754			6
2022.08.17	11:23:40.818	134.753	134.753			6
2022.08.17	11:23:41.173	134.754	134.754			6
2022.08.17	11:23:41.784	134.755	134.755			6
2022.08.17	11:23:41.907	134.753	134.753			6
2022.08.17	11:23:43.082	134.752	134.752			6
2022.08.17	11:23:44.587	134.747	134.747			6
2022.08.17	11:23:44.799	134.746	134.746			6
2022.08.17	11:23:44.895	134.745	134.745			6
2022.08.17	11:23:44.992	134.744	134.744			6
2022.08.17	11:23:48.857	134.748	134.748			6
2022.08.17	11:23:48.958	134.749	134.749			6
2022.08.17	11:23:49.271	134.747	134.747			6
2022.08.17	11:23:49.367	134.746	134.746			6
2022.08.17	11:23:49.595	134.744	134.744			6
2022.08.17	11:23:49.722	134.746	134.746			6
2022.08.17	11:23:49.812	134.744	134.744			6
2022.08.17	11:23:49.916	134.746	134.746			6
2022.08.17	11:23:50.010	134.744	134.744			6
2022.08.17	11:23:50.446	134.746	134.746			6
2022.08.17	11:23:50.781	134.744	134.744			6
2022.08.17	11:23:51.726	134.743	134.743			6
2022.08.17	11:23:51.829	134.740	134.740			6
2022.08.17	11:23:51.935	134.727	134.727			6
2022.08.17	11:23:52.160	134.726	134.726			6
2022.08.17	11:23:52.279	134.725	134.725			6
2022.08.17	11:23:52.380	134.724	134.724			6
2022.08.17	11:23:52.475	134.725	134.725			6
2022.08.17	11:23:52.684	134.726	134.726			6
2022.08.17	11:23:52.883	134.727	134.727			6
2022.08.17	11:23:53.339	134.730	134.730			6
2022.08.17	11:23:53.434	134.731	134.731			6
2022.08.17	11:23:53.750	134.730	134.730			6
2022.08.17	11:23:53.865	134.731	134.731			6
2022.08.17	11:23:54.850	134.730	134.730			6
2022.08.17	11:23:55.247	134.731	134.731			6
2022.08.17	11:23:55.912	134.729	134.729			6
2022.08.17	11:23:56.007	134.728	134.728			6
2022.08.17	11:23:56.112	134.727	134.727			6
2022.08.17	11:23:56.204	134.728	134.728			6
2022.08.17	11:23:56.303	134.729	134.729			6
2022.08.17	11:23:56.425	134.730	134.730			6
2022.08.17	11:23:56.546	134.731	134.731			6
2022.08.17	11:23:56.758	134.730	134.730			6
2022.08.17	11:23:57.055	134.727	134.727			6
2022.08.17	11:23:57.159	134.729	134.729			6
2022.08.17	11:23:57.279	134.728	134.728			6
2022.08.17	11:23:57.502	134.726	134.726			6
2022.08.17	11:23:57.703	134.727	134.727			6
2022.08.17	11:23:57.831	134.728	134.728			6
2022.08.17	11:23:57.927	134.727	134.727			6
2022.08.17	11:23:58.856	134.726	134.726			6
2022.08.17	11:24:00.176	134.730	134.730			6
2022.08.17	11:24:00.467	134.732	134.732			6
2022.08.17	11:24:00.692	134.731	134.731			6
2022.08.17	11:24:00.922	134.728	134.728			6
2022.08.17	11:24:01.121	134.726	134.726			6
2022.08.17	11:24:01.427	134.727	134.727			6
2022.08.17	11:24:01.550	134.726	134.726			6
2022.08.17	11:24:01.673	134.729	134.729			6
2022.08.17	11:24:01.773	134.731	134.731			6
2022.08.17	11:24:01.877	134.732	134.732			6
2022.08.17	11:24:02.076	134.733	134.733			6
2022.08.17	11:24:02.175	134.734	134.734			6
2022.08.17	11:24:02.407	134.733	134.733			6
2022.08.17	11:24:02.527	134.734	134.734			6
2022.08.17	11:24:03.136	134.733	134.733			6
2022.08.17	11:24:04.976	134.734	134.734			6
2022.08.17	11:24:05.086	134.733	134.733			6
2022.08.17	11:24:05.386	134.732	134.732			6
2022.08.17	11:24:05.696	134.733	134.733			6
2022.08.17	11:24:05.940	134.732	134.732			6
2022.08.17	11:24:06.341	134.733	134.733			6
2022.08.17	11:24:06.998	134.735	134.735			6
2022.08.17	11:24:07.202	134.737	134.737			6
2022.08.17	11:24:07.525	134.736	134.736			6
2022.08.17	11:24:07.653	134.735	134.735			6
2022.08.17	11:24:07.755	134.736	134.736			6
2022.08.17	11:24:07.856	134.735	134.735			6
2022.08.17	11:24:10.943	134.738	134.738			6
2022.08.17	11:24:11.065	134.740	134.740			6
2022.08.17	11:24:11.165	134.741	134.741			6
2022.08.17	11:24:11.366	134.740	134.740			6
2022.08.17	11:24:11.466	134.741	134.741			6
2022.08.17	11:24:11.789	134.740	134.740			6
2022.08.17	11:24:12.034	134.741	134.741			6
2022.08.17	11:24:12.226	134.742	134.742			6
2022.08.17	11:24:12.317	134.741	134.741			6
2022.08.17	11:24:12.658	134.740	134.740			6
2022.08.17	11:24:13.175	134.737	134.737			6
2022.08.17	11:24:13.376	134.736	134.736			6
2022.08.17	11:24:13.625	134.735	134.735			6
2022.08.17	11:24:13.822	134.734	134.734			6
2022.08.17	11:24:13.924	134.732	134.732			6
2022.08.17	11:24:14.480	134.731	134.731			6
2022.08.17	11:24:14.577	134.732	134.732			6
2022.08.17	11:24:14.679	134.733	134.733			6
2022.08.17	11:24:17.646	134.732	134.732			6
2022.08.17	11:24:18.092	134.731	134.731			6
2022.08.17	11:24:18.192	134.732	134.732			6
2022.08.17	11:24:18.403	134.731	134.731			6
2022.08.17	11:24:18.503	134.732	134.732			6
2022.08.17	11:24:18.852	134.731	134.731			6
2022.08.17	11:24:18.952	134.730	134.730			6
2022.08.17	11:24:19.053	134.731	134.731			6
2022.08.17	11:24:19.158	134.730	134.730			6
2022.08.17	11:24:19.260	134.731	134.731			6
2022.08.17	11:24:19.356	134.732	134.732			6
2022.08.17	11:24:19.907	134.731	134.731			6
2022.08.17	11:24:20.233	134.732	134.732			6
2022.08.17	11:24:20.333	134.731	134.731			6
2022.08.17	11:24:20.759	134.732	134.732			6
2022.08.17	11:24:21.707	134.731	134.731			6
2022.08.17	11:24:22.037	134.732	134.732			6
2022.08.17	11:24:23.752	134.731	134.731			6
2022.08.17	11:24:24.092	134.732	134.732			6
2022.08.17	11:24:24.186	134.738	134.738			6
2022.08.17	11:24:24.280	134.739	134.739			6
2022.08.17	11:24:24.485	134.740	134.740			6
2022.08.17	11:24:24.770	134.741	134.741			6
2022.08.17	11:24:24.827	134.740	134.740			6
2022.08.17	11:24:25.464	134.741	134.741			6
2022.08.17	11:24:25.885	134.740	134.740			6
2022.08.17	11:24:26.188	134.741	134.741			6
2022.08.17	11:24:26.317	134.740	134.740			6
2022.08.17	11:24:26.659	134.741	134.741			6
2022.08.17	11:24:27.073	134.740	134.740			6
2022.08.17	11:24:28.021	134.741	134.741			6
2022.08.17	11:24:28.142	134.740	134.740			6
2022.08.17	11:24:28.352	134.749	134.749			6
2022.08.17	11:24:28.455	134.745	134.745			6
2022.08.17	11:24:28.649	134.746	134.746			6
2022.08.17	11:24:28.870	134.745	134.745			6
2022.08.17	11:24:31.210	134.743	134.743			6
2022.08.17	11:24:31.570	134.744	134.744			6
2022.08.17	11:24:32.296	134.743	134.743			6
2022.08.17	11:24:32.417	134.742	134.742			6
2022.08.17	11:24:34.536	134.738	134.738			6
2022.08.17	11:24:34.771	134.737	134.737			6
2022.08.17	11:24:36.567	134.736	134.736			6
2022.08.17	11:24:36.793	134.735	134.735			6
2022.08.17	11:24:37.844	134.733	134.733			6
2022.08.17	11:24:38.498	134.734	134.734			6
2022.08.17	11:24:39.480	134.733	134.733			6
2022.08.17	11:24:39.876	134.734	134.734			6
2022.08.17	11:24:39.976	134.733	134.733			6
2022.08.17	11:24:40.506	134.734	134.734			6
2022.08.17	11:24:40.838	134.735	134.735			6
2022.08.17	11:24:40.963	134.736	134.736			6
2022.08.17	11:24:44.764	134.737	134.737			6
2022.08.17	11:24:45.214	134.736	134.736			6
2022.08.17	11:24:45.719	134.739	134.739			6
2022.08.17	11:24:45.825	134.740	134.740			6
2022.08.17	11:24:45.946	134.742	134.742			6
2022.08.17	11:24:46.075	134.744	134.744			6
2022.08.17	11:24:46.170	134.746	134.746			6
2022.08.17	11:24:46.365	134.745	134.745			6
2022.08.17	11:24:46.468	134.744	134.744			6
2022.08.17	11:24:46.573	134.743	134.743			6
2022.08.17	11:24:46.674	134.742	134.742			6
2022.08.17	11:24:47.446	134.743	134.743			6
2022.08.17	11:24:47.542	134.742	134.742			6
2022.08.17	11:24:48.074	134.743	134.743			6
2022.08.17	11:24:48.626	134.742	134.742			6
2022.08.17	11:24:48.716	134.743	134.743			6
2022.08.17	11:24:52.033	134.745	134.745			6
2022.08.17	11:24:52.126	134.743	134.743			6
2022.08.17	11:24:53.088	134.742	134.742			6
2022.08.17	11:24:53.185	134.741	134.741			6
2022.08.17	11:24:53.622	134.736	134.736			6
2022.08.17	11:24:53.751	134.735	134.735			6
2022.08.17	11:24:53.943	134.733	134.733			6
2022.08.17	11:24:54.041	134.732	134.732			6
2022.08.17	11:24:54.340	134.733	134.733			6
2022.08.17	11:24:54.608	134.732	134.732			6
2022.08.17	11:24:57.154	134.729	134.729			6
2022.08.17	11:24:57.252	134.728	134.728			6
2022.08.17	11:24:57.350	134.726	134.726			6
2022.08.17	11:24:57.656	134.728	134.728			6
2022.08.17	11:24:57.880	134.729	134.729			6
2022.08.17	11:24:58.105	134.728	134.728			6
2022.08.17	11:24:59.820	134.731	134.731			6
2022.08.17	11:25:00.013	134.732	134.732			6
2022.08.17	11:25:00.118	134.731	134.731			6
2022.08.17	11:25:00.215	134.732	134.732			6
2022.08.17	11:25:00.662	134.733	134.733			6
2022.08.17	11:25:01.073	134.735	134.735			6
2022.08.17	11:25:01.172	134.736	134.736			6
2022.08.17	11:25:01.420	134.735	134.735			6
2022.08.17	11:25:02.151	134.736	134.736			6
2022.08.17	11:25:03.425	134.735	134.735			6
2022.08.17	11:25:03.727	134.734	134.734			6
2022.08.17	11:25:07.041	134.735	134.735			6
2022.08.17	11:25:07.153	134.736	134.736			6
2022.08.17	11:25:07.277	134.742	134.742			6
2022.08.17	11:25:07.400	134.744	134.744			6
2022.08.17	11:25:07.599	134.743	134.743			6
2022.08.17	11:25:07.803	134.745	134.745			6
2022.08.17	11:25:07.903	134.747	134.747			6
2022.08.17	11:25:08.125	134.746	134.746			6
