<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.17	05:58:00	0.63556	0.63556	0.63534	0.63534	34	0	6
2022.08.17	05:59:00	0.63533	0.63534	0.63511	0.63526	44	0	6
2022.08.17	06:00:00	0.63526	0.63526	0.63506	0.63506	20	0	3
2022.08.17	06:01:00	0.63508	0.63513	0.63498	0.63506	24	0	7
2022.08.17	06:02:00	0.63506	0.63519	0.63506	0.63518	30	0	8
2022.08.17	06:03:00	0.63518	0.63523	0.63513	0.63518	25	0	8
2022.08.17	06:04:00	0.63518	0.63528	0.63518	0.63526	14	0	8
2022.08.17	06:05:00	0.63526	0.63526	0.63509	0.63523	19	0	7
2022.08.17	06:06:00	0.63523	0.63588	0.63523	0.63576	41	0	5
2022.08.17	06:07:00	0.63576	0.63577	0.63560	0.63576	35	0	2
2022.08.17	06:08:00	0.63577	0.63588	0.63577	0.63583	32	0	6
2022.08.17	06:09:00	0.63583	0.63599	0.63581	0.63586	20	0	6
2022.08.17	06:10:00	0.63586	0.63597	0.63586	0.63597	33	0	7
2022.08.17	06:11:00	0.63597	0.63598	0.63586	0.63594	17	0	5
2022.08.17	06:12:00	0.63594	0.63599	0.63588	0.63589	21	0	7
2022.08.17	06:13:00	0.63590	0.63593	0.63568	0.63577	26	0	7
2022.08.17	06:14:00	0.63576	0.63576	0.63538	0.63543	42	0	5
2022.08.17	06:15:00	0.63543	0.63548	0.63538	0.63546	17	0	7
2022.08.17	06:16:00	0.63546	0.63550	0.63538	0.63547	15	0	6
2022.08.17	06:17:00	0.63547	0.63547	0.63506	0.63509	34	0	4
2022.08.17	06:18:00	0.63509	0.63511	0.63457	0.63457	50	0	3
2022.08.17	06:19:00	0.63456	0.63458	0.63408	0.63417	66	0	3
2022.08.17	06:20:00	0.63417	0.63440	0.63417	0.63427	46	0	6
2022.08.17	06:21:00	0.63429	0.63447	0.63429	0.63444	18	0	7
2022.08.17	06:22:00	0.63444	0.63447	0.63418	0.63418	40	0	7
2022.08.17	06:23:00	0.63419	0.63429	0.63346	0.63346	50	0	3
2022.08.17	06:24:00	0.63345	0.63352	0.63316	0.63321	34	0	4
2022.08.17	06:25:00	0.63332	0.63341	0.63291	0.63324	43	0	2
2022.08.17	06:26:00	0.63324	0.63361	0.63324	0.63354	32	0	3
2022.08.17	06:27:00	0.63355	0.63390	0.63355	0.63379	44	0	6
2022.08.17	06:28:00	0.63379	0.63391	0.63371	0.63386	29	0	7
2022.08.17	06:29:00	0.63385	0.63417	0.63368	0.63414	48	0	6
2022.08.17	06:30:00	0.63415	0.63425	0.63411	0.63425	34	0	4
2022.08.17	06:31:00	0.63425	0.63438	0.63423	0.63438	34	0	4
2022.08.17	06:32:00	0.63437	0.63448	0.63437	0.63443	33	0	6
2022.08.17	06:33:00	0.63443	0.63452	0.63441	0.63449	22	0	6
2022.08.17	06:34:00	0.63449	0.63450	0.63441	0.63441	11	0	6
2022.08.17	06:35:00	0.63441	0.63449	0.63434	0.63449	24	0	5
2022.08.17	06:36:00	0.63448	0.63449	0.63443	0.63448	43	0	6
2022.08.17	06:37:00	0.63448	0.63451	0.63446	0.63448	15	0	7
2022.08.17	06:38:00	0.63448	0.63456	0.63448	0.63456	24	0	9
2022.08.17	06:39:00	0.63454	0.63458	0.63454	0.63458	11	0	9
2022.08.17	06:40:00	0.63458	0.63458	0.63438	0.63443	7	0	7
2022.08.17	06:41:00	0.63443	0.63443	0.63441	0.63443	12	0	8
2022.08.17	06:42:00	0.63443	0.63456	0.63441	0.63443	23	0	7
2022.08.17	06:43:00	0.63443	0.63453	0.63443	0.63446	29	0	5
2022.08.17	06:44:00	0.63446	0.63450	0.63446	0.63449	29	0	7
2022.08.17	06:45:00	0.63449	0.63449	0.63428	0.63428	19	0	4
2022.08.17	06:46:00	0.63428	0.63432	0.63426	0.63432	16	0	6
2022.08.17	06:47:00	0.63431	0.63434	0.63428	0.63431	40	0	5
2022.08.17	06:48:00	0.63431	0.63444	0.63430	0.63443	39	0	7
2022.08.17	06:49:00	0.63444	0.63460	0.63444	0.63458	35	0	8
2022.08.17	06:50:00	0.63458	0.63458	0.63443	0.63448	15	0	6
2022.08.17	06:51:00	0.63448	0.63464	0.63448	0.63458	34	0	9
2022.08.17	06:52:00	0.63458	0.63466	0.63458	0.63463	19	0	9
2022.08.17	06:53:00	0.63463	0.63467	0.63453	0.63458	19	0	7
2022.08.17	06:54:00	0.63458	0.63472	0.63458	0.63463	24	0	5
2022.08.17	06:55:00	0.63463	0.63468	0.63458	0.63458	37	0	9
2022.08.17	06:56:00	0.63458	0.63465	0.63448	0.63465	21	0	6
2022.08.17	06:57:00	0.63465	0.63465	0.63434	0.63443	42	0	6
2022.08.17	06:58:00	0.63443	0.63445	0.63431	0.63433	36	0	8
2022.08.17	06:59:00	0.63433	0.63436	0.63424	0.63428	21	0	7
2022.08.17	07:00:00	0.63429	0.63434	0.63424	0.63433	42	0	4
2022.08.17	07:01:00	0.63433	0.63434	0.63424	0.63424	24	0	4
2022.08.17	07:02:00	0.63424	0.63424	0.63395	0.63395	25	0	3
2022.08.17	07:03:00	0.63399	0.63408	0.63398	0.63400	42	0	5
2022.08.17	07:04:00	0.63400	0.63408	0.63398	0.63402	21	0	4
2022.08.17	07:05:00	0.63402	0.63403	0.63384	0.63384	26	0	4
2022.08.17	07:06:00	0.63384	0.63393	0.63384	0.63393	30	0	6
2022.08.17	07:07:00	0.63393	0.63396	0.63385	0.63386	12	0	6
2022.08.17	07:08:00	0.63385	0.63392	0.63379	0.63379	19	0	6
2022.08.17	07:09:00	0.63379	0.63382	0.63379	0.63381	4	0	5
2022.08.17	07:10:00	0.63379	0.63387	0.63376	0.63382	17	0	1
2022.08.17	07:11:00	0.63382	0.63386	0.63382	0.63385	22	0	6
2022.08.17	07:12:00	0.63385	0.63389	0.63381	0.63384	20	0	4
2022.08.17	07:13:00	0.63384	0.63388	0.63382	0.63387	8	0	6
2022.08.17	07:14:00	0.63387	0.63399	0.63387	0.63394	17	0	5
2022.08.17	07:15:00	0.63394	0.63394	0.63389	0.63389	20	0	5
2022.08.17	07:16:00	0.63388	0.63391	0.63384	0.63390	14	0	6
2022.08.17	07:17:00	0.63390	0.63395	0.63390	0.63394	17	0	7
2022.08.17	07:18:00	0.63394	0.63397	0.63389	0.63396	18	0	6
2022.08.17	07:19:00	0.63396	0.63404	0.63396	0.63399	17	0	2
2022.08.17	07:20:00	0.63399	0.63400	0.63394	0.63394	10	0	6
2022.08.17	07:21:00	0.63392	0.63392	0.63386	0.63392	24	0	5
2022.08.17	07:22:00	0.63391	0.63400	0.63391	0.63400	28	0	4
2022.08.17	07:23:00	0.63400	0.63402	0.63399	0.63401	17	0	5
2022.08.17	07:24:00	0.63401	0.63419	0.63400	0.63419	18	0	4
2022.08.17	07:25:00	0.63419	0.63429	0.63419	0.63423	22	0	3
2022.08.17	07:26:00	0.63423	0.63425	0.63421	0.63424	31	0	6
2022.08.17	07:27:00	0.63425	0.63432	0.63425	0.63431	34	0	5
2022.08.17	07:28:00	0.63431	0.63453	0.63431	0.63439	44	0	5
2022.08.17	07:29:00	0.63439	0.63455	0.63439	0.63455	43	0	1
2022.08.17	07:30:00	0.63456	0.63487	0.63449	0.63487	46	0	5
2022.08.17	07:31:00	0.63486	0.63486	0.63483	0.63485	10	0	6
2022.08.17	07:32:00	0.63485	0.63491	0.63483	0.63488	34	0	7
2022.08.17	07:33:00	0.63488	0.63517	0.63488	0.63515	46	0	2
2022.08.17	07:34:00	0.63515	0.63520	0.63508	0.63517	26	0	3
2022.08.17	07:35:00	0.63518	0.63518	0.63491	0.63492	24	0	3
2022.08.17	07:36:00	0.63492	0.63501	0.63491	0.63491	23	0	5
2022.08.17	07:37:00	0.63491	0.63507	0.63491	0.63507	23	0	4
2022.08.17	07:38:00	0.63507	0.63507	0.63497	0.63503	21	0	5
2022.08.17	07:39:00	0.63503	0.63528	0.63503	0.63528	27	0	4
2022.08.17	07:40:00	0.63530	0.63567	0.63528	0.63566	42	0	2
2022.08.17	07:41:00	0.63565	0.63565	0.63548	0.63549	30	0	3
2022.08.17	07:42:00	0.63549	0.63564	0.63548	0.63555	33	0	5
2022.08.17	07:43:00	0.63556	0.63562	0.63548	0.63556	32	0	4
2022.08.17	07:44:00	0.63556	0.63566	0.63556	0.63559	38	0	6
2022.08.17	07:45:00	0.63558	0.63569	0.63556	0.63563	42	0	3
2022.08.17	07:46:00	0.63563	0.63576	0.63559	0.63573	35	0	0
2022.08.17	07:47:00	0.63571	0.63578	0.63568	0.63576	34	0	4
2022.08.17	07:48:00	0.63576	0.63583	0.63576	0.63579	32	0	4
2022.08.17	07:49:00	0.63578	0.63605	0.63578	0.63599	35	0	1
2022.08.17	07:50:00	0.63599	0.63607	0.63583	0.63586	18	0	0
2022.08.17	07:51:00	0.63586	0.63589	0.63586	0.63588	6	0	6
2022.08.17	07:52:00	0.63588	0.63603	0.63588	0.63602	13	0	6
2022.08.17	07:53:00	0.63602	0.63617	0.63602	0.63613	9	0	6
2022.08.17	07:54:00	0.63613	0.63620	0.63613	0.63618	15	0	5
2022.08.17	07:55:00	0.63618	0.63642	0.63616	0.63626	29	0	4
2022.08.17	07:56:00	0.63626	0.63630	0.63617	0.63618	11	0	4
2022.08.17	07:57:00	0.63618	0.63619	0.63599	0.63599	26	0	0
2022.08.17	07:58:00	0.63599	0.63604	0.63594	0.63596	28	0	3
2022.08.17	07:59:00	0.63595	0.63599	0.63594	0.63594	32	0	6
2022.08.17	08:00:00	0.63593	0.63608	0.63590	0.63604	35	0	5
2022.08.17	08:01:00	0.63604	0.63607	0.63603	0.63606	20	0	5
2022.08.17	08:02:00	0.63605	0.63617	0.63603	0.63617	37	0	5
2022.08.17	08:03:00	0.63617	0.63627	0.63613	0.63618	35	0	4
2022.08.17	08:04:00	0.63617	0.63624	0.63601	0.63622	18	0	5
2022.08.17	08:05:00	0.63620	0.63623	0.63600	0.63602	53	0	5
2022.08.17	08:06:00	0.63602	0.63607	0.63593	0.63595	40	0	5
2022.08.17	08:07:00	0.63596	0.63611	0.63593	0.63605	35	0	3
2022.08.17	08:08:00	0.63605	0.63605	0.63590	0.63591	15	0	6
2022.08.17	08:09:00	0.63591	0.63593	0.63582	0.63586	28	0	7
2022.08.17	08:10:00	0.63588	0.63592	0.63579	0.63590	22	0	6
2022.08.17	08:11:00	0.63590	0.63592	0.63580	0.63585	21	0	6
2022.08.17	08:12:00	0.63585	0.63591	0.63585	0.63585	24	0	5
2022.08.17	08:13:00	0.63585	0.63589	0.63575	0.63586	40	0	5
2022.08.17	08:14:00	0.63587	0.63602	0.63586	0.63595	42	0	3
2022.08.17	08:15:00	0.63595	0.63596	0.63580	0.63583	36	0	5
2022.08.17	08:16:00	0.63584	0.63599	0.63584	0.63598	32	0	4
2022.08.17	08:17:00	0.63597	0.63602	0.63595	0.63601	32	0	6
2022.08.17	08:18:00	0.63600	0.63609	0.63600	0.63600	26	0	5
2022.08.17	08:19:00	0.63600	0.63602	0.63593	0.63600	25	0	5
2022.08.17	08:20:00	0.63600	0.63603	0.63585	0.63586	18	0	6
2022.08.17	08:21:00	0.63586	0.63603	0.63586	0.63598	27	0	6
2022.08.17	08:22:00	0.63598	0.63598	0.63585	0.63595	29	0	6
2022.08.17	08:23:00	0.63590	0.63613	0.63590	0.63605	28	0	5
2022.08.17	08:24:00	0.63605	0.63612	0.63603	0.63610	29	0	6
2022.08.17	08:25:00	0.63610	0.63615	0.63608	0.63610	30	0	5
2022.08.17	08:26:00	0.63610	0.63613	0.63609	0.63612	9	0	5
2022.08.17	08:27:00	0.63610	0.63610	0.63603	0.63603	9	0	7
2022.08.17	08:28:00	0.63603	0.63609	0.63600	0.63600	16	0	5
2022.08.17	08:29:00	0.63600	0.63600	0.63585	0.63585	13	0	6
2022.08.17	08:30:00	0.63585	0.63591	0.63585	0.63588	18	0	6
2022.08.17	08:31:00	0.63591	0.63592	0.63569	0.63571	29	0	3
2022.08.17	08:32:00	0.63575	0.63575	0.63564	0.63565	33	0	4
2022.08.17	08:33:00	0.63566	0.63572	0.63564	0.63566	22	0	4
2022.08.17	08:34:00	0.63566	0.63571	0.63547	0.63547	45	0	2
2022.08.17	08:35:00	0.63547	0.63560	0.63547	0.63555	27	0	2
2022.08.17	08:36:00	0.63554	0.63571	0.63554	0.63569	41	0	5
2022.08.17	08:37:00	0.63569	0.63579	0.63567	0.63570	31	0	1
2022.08.17	08:38:00	0.63570	0.63570	0.63563	0.63565	20	0	6
2022.08.17	08:39:00	0.63565	0.63568	0.63553	0.63553	26	0	5
2022.08.17	08:40:00	0.63553	0.63556	0.63548	0.63549	14	0	7
2022.08.17	08:41:00	0.63547	0.63557	0.63545	0.63555	18	0	6
2022.08.17	08:42:00	0.63557	0.63561	0.63557	0.63558	19	0	5
2022.08.17	08:43:00	0.63558	0.63560	0.63554	0.63560	14	0	5
2022.08.17	08:44:00	0.63560	0.63560	0.63550	0.63555	12	0	6
2022.08.17	08:45:00	0.63555	0.63558	0.63553	0.63555	17	0	6
2022.08.17	08:46:00	0.63554	0.63555	0.63546	0.63546	25	0	4
2022.08.17	08:47:00	0.63546	0.63547	0.63544	0.63547	8	0	6
2022.08.17	08:48:00	0.63547	0.63551	0.63546	0.63547	26	0	5
2022.08.17	08:49:00	0.63548	0.63562	0.63544	0.63560	39	0	3
2022.08.17	08:50:00	0.63561	0.63569	0.63559	0.63564	17	0	5
2022.08.17	08:51:00	0.63565	0.63571	0.63558	0.63560	15	0	5
2022.08.17	08:52:00	0.63560	0.63562	0.63558	0.63560	6	0	6
2022.08.17	08:53:00	0.63560	0.63570	0.63560	0.63570	8	0	7
2022.08.17	08:54:00	0.63570	0.63576	0.63568	0.63575	9	0	3
2022.08.17	08:55:00	0.63573	0.63589	0.63573	0.63588	35	0	5
2022.08.17	08:56:00	0.63588	0.63589	0.63580	0.63580	5	0	6
2022.08.17	08:57:00	0.63580	0.63580	0.63575	0.63575	2	0	7
2022.08.17	08:58:00	0.63575	0.63585	0.63575	0.63585	24	0	5
2022.08.17	08:59:00	0.63590	0.63609	0.63584	0.63604	32	0	4
2022.08.17	09:00:00	0.63603	0.63642	0.63599	0.63625	94	0	2
2022.08.17	09:01:00	0.63628	0.63629	0.63595	0.63600	83	0	0
2022.08.17	09:02:00	0.63599	0.63599	0.63582	0.63589	71	0	2
2022.08.17	09:03:00	0.63590	0.63591	0.63572	0.63576	60	0	2
2022.08.17	09:04:00	0.63576	0.63584	0.63557	0.63557	68	0	3
2022.08.17	09:05:00	0.63555	0.63556	0.63533	0.63534	28	0	0
2022.08.17	09:06:00	0.63533	0.63541	0.63514	0.63514	35	0	0
2022.08.17	09:07:00	0.63514	0.63519	0.63498	0.63500	31	0	2
2022.08.17	09:08:00	0.63503	0.63518	0.63503	0.63513	22	0	3
2022.08.17	09:09:00	0.63513	0.63513	0.63491	0.63493	32	0	1
2022.08.17	09:10:00	0.63493	0.63493	0.63453	0.63454	64	0	2
2022.08.17	09:11:00	0.63456	0.63482	0.63452	0.63477	59	0	3
2022.08.17	09:12:00	0.63476	0.63477	0.63460	0.63464	42	0	4
2022.08.17	09:13:00	0.63463	0.63476	0.63456	0.63474	53	0	5
2022.08.17	09:14:00	0.63474	0.63478	0.63465	0.63467	43	0	6
2022.08.17	09:15:00	0.63464	0.63464	0.63455	0.63459	45	0	6
2022.08.17	09:16:00	0.63459	0.63462	0.63444	0.63445	45	0	5
2022.08.17	09:17:00	0.63445	0.63445	0.63425	0.63426	35	0	6
2022.08.17	09:18:00	0.63426	0.63435	0.63422	0.63435	47	0	6
2022.08.17	09:19:00	0.63436	0.63447	0.63433	0.63444	49	0	6
2022.08.17	09:20:00	0.63444	0.63444	0.63428	0.63430	49	0	5
2022.08.17	09:21:00	0.63430	0.63433	0.63424	0.63430	22	0	6
2022.08.17	09:22:00	0.63431	0.63443	0.63430	0.63439	40	0	5
2022.08.17	09:23:00	0.63437	0.63442	0.63433	0.63439	40	0	6
2022.08.17	09:24:00	0.63438	0.63440	0.63429	0.63431	46	0	6
2022.08.17	09:25:00	0.63432	0.63448	0.63431	0.63443	64	0	3
2022.08.17	09:26:00	0.63442	0.63444	0.63434	0.63439	41	0	3
2022.08.17	09:27:00	0.63440	0.63443	0.63434	0.63434	52	0	6
2022.08.17	09:28:00	0.63437	0.63451	0.63435	0.63449	57	0	5
2022.08.17	09:29:00	0.63451	0.63452	0.63433	0.63440	65	0	3
2022.08.17	09:30:00	0.63441	0.63443	0.63428	0.63443	50	0	4
2022.08.17	09:31:00	0.63444	0.63444	0.63420	0.63436	75	0	3
2022.08.17	09:32:00	0.63436	0.63442	0.63405	0.63409	28	0	3
2022.08.17	09:33:00	0.63409	0.63432	0.63409	0.63427	41	0	3
2022.08.17	09:34:00	0.63427	0.63428	0.63417	0.63420	25	0	3
2022.08.17	09:35:00	0.63420	0.63426	0.63412	0.63412	43	0	1
2022.08.17	09:36:00	0.63413	0.63419	0.63408	0.63419	24	0	2
2022.08.17	09:37:00	0.63419	0.63419	0.63383	0.63383	37	0	3
2022.08.17	09:38:00	0.63380	0.63394	0.63379	0.63388	56	0	2
2022.08.17	09:39:00	0.63385	0.63385	0.63350	0.63354	49	0	3
2022.08.17	09:40:00	0.63356	0.63384	0.63355	0.63379	39	0	3
2022.08.17	09:41:00	0.63380	0.63390	0.63372	0.63372	30	0	4
2022.08.17	09:42:00	0.63373	0.63373	0.63352	0.63363	41	0	3
2022.08.17	09:43:00	0.63363	0.63379	0.63359	0.63379	41	0	3
2022.08.17	09:44:00	0.63378	0.63381	0.63366	0.63374	37	0	1
2022.08.17	09:45:00	0.63374	0.63379	0.63374	0.63376	33	0	3
2022.08.17	09:46:00	0.63376	0.63376	0.63353	0.63355	37	0	1
2022.08.17	09:47:00	0.63351	0.63356	0.63346	0.63354	53	0	3
2022.08.17	09:48:00	0.63354	0.63369	0.63350	0.63369	31	0	4
2022.08.17	09:49:00	0.63368	0.63375	0.63359	0.63366	33	0	4
2022.08.17	09:50:00	0.63366	0.63366	0.63344	0.63344	22	0	2
2022.08.17	09:51:00	0.63344	0.63355	0.63342	0.63351	27	0	3
2022.08.17	09:52:00	0.63351	0.63366	0.63351	0.63366	11	0	4
2022.08.17	09:53:00	0.63368	0.63387	0.63368	0.63383	28	0	4
2022.08.17	09:54:00	0.63383	0.63400	0.63382	0.63399	35	0	4
2022.08.17	09:55:00	0.63400	0.63409	0.63391	0.63403	37	0	2
2022.08.17	09:56:00	0.63403	0.63423	0.63403	0.63416	22	0	4
2022.08.17	09:57:00	0.63416	0.63425	0.63415	0.63420	28	0	4
2022.08.17	09:58:00	0.63420	0.63437	0.63420	0.63431	27	0	3
2022.08.17	09:59:00	0.63431	0.63436	0.63430	0.63430	24	0	5
2022.08.17	10:00:00	0.63429	0.63430	0.63378	0.63384	55	0	4
2022.08.17	10:01:00	0.63384	0.63408	0.63384	0.63399	37	0	3
2022.08.17	10:02:00	0.63398	0.63404	0.63389	0.63389	37	0	3
2022.08.17	10:03:00	0.63386	0.63388	0.63363	0.63375	30	0	4
2022.08.17	10:04:00	0.63373	0.63382	0.63346	0.63356	57	0	3
2022.08.17	10:05:00	0.63355	0.63359	0.63348	0.63353	43	0	3
2022.08.17	10:06:00	0.63353	0.63354	0.63331	0.63341	39	0	4
2022.08.17	10:07:00	0.63341	0.63350	0.63336	0.63336	30	0	2
2022.08.17	10:08:00	0.63336	0.63360	0.63334	0.63360	28	0	2
2022.08.17	10:09:00	0.63361	0.63365	0.63351	0.63361	44	0	4
2022.08.17	10:10:00	0.63360	0.63361	0.63332	0.63332	39	0	4
2022.08.17	10:11:00	0.63332	0.63333	0.63312	0.63333	47	0	4
2022.08.17	10:12:00	0.63333	0.63343	0.63318	0.63334	42	0	3
2022.08.17	10:13:00	0.63334	0.63345	0.63334	0.63335	28	0	2
2022.08.17	10:14:00	0.63335	0.63343	0.63329	0.63337	36	0	3
2022.08.17	10:15:00	0.63337	0.63339	0.63319	0.63336	34	0	4
2022.08.17	10:16:00	0.63337	0.63337	0.63291	0.63291	52	0	4
2022.08.17	10:17:00	0.63291	0.63296	0.63271	0.63273	74	0	4
2022.08.17	10:18:00	0.63273	0.63295	0.63273	0.63276	54	0	1
2022.08.17	10:19:00	0.63276	0.63277	0.63251	0.63252	63	0	0
2022.08.17	10:20:00	0.63252	0.63262	0.63206	0.63216	74	0	0
2022.08.17	10:21:00	0.63215	0.63253	0.63215	0.63244	50	0	0
2022.08.17	10:22:00	0.63244	0.63257	0.63201	0.63203	25	0	0
2022.08.17	10:23:00	0.63202	0.63226	0.63201	0.63212	54	0	6
2022.08.17	10:24:00	0.63212	0.63217	0.63202	0.63217	20	0	5
2022.08.17	10:25:00	0.63214	0.63216	0.63194	0.63197	35	0	5
2022.08.17	10:26:00	0.63197	0.63211	0.63196	0.63197	38	0	5
2022.08.17	10:27:00	0.63197	0.63212	0.63195	0.63212	18	0	5
2022.08.17	10:28:00	0.63212	0.63233	0.63202	0.63229	27	0	4
2022.08.17	10:29:00	0.63229	0.63263	0.63225	0.63262	26	0	2
2022.08.17	10:30:00	0.63262	0.63269	0.63238	0.63245	65	0	1
2022.08.17	10:31:00	0.63246	0.63257	0.63240	0.63243	57	0	5
2022.08.17	10:32:00	0.63243	0.63245	0.63219	0.63219	48	0	4
2022.08.17	10:33:00	0.63219	0.63225	0.63211	0.63213	56	0	5
2022.08.17	10:34:00	0.63213	0.63233	0.63212	0.63218	41	0	4
2022.08.17	10:35:00	0.63216	0.63231	0.63206	0.63230	49	0	3
2022.08.17	10:36:00	0.63235	0.63247	0.63233	0.63242	28	0	2
2022.08.17	10:37:00	0.63242	0.63242	0.63206	0.63209	55	0	2
2022.08.17	10:38:00	0.63209	0.63216	0.63197	0.63212	55	0	5
2022.08.17	10:39:00	0.63212	0.63224	0.63204	0.63211	53	0	1
2022.08.17	10:40:00	0.63211	0.63230	0.63207	0.63224	43	0	3
2022.08.17	10:41:00	0.63224	0.63228	0.63213	0.63225	44	0	2
2022.08.17	10:42:00	0.63225	0.63225	0.63194	0.63196	46	0	2
2022.08.17	10:43:00	0.63196	0.63199	0.63167	0.63170	48	0	4
2022.08.17	10:44:00	0.63170	0.63174	0.63142	0.63150	52	0	2
2022.08.17	10:45:00	0.63150	0.63154	0.63142	0.63142	43	0	1
2022.08.17	10:46:00	0.63143	0.63158	0.63143	0.63157	37	0	2
2022.08.17	10:47:00	0.63157	0.63169	0.63147	0.63148	35	0	1
2022.08.17	10:48:00	0.63148	0.63170	0.63142	0.63169	34	0	4
2022.08.17	10:49:00	0.63170	0.63175	0.63167	0.63171	33	0	2
2022.08.17	10:50:00	0.63172	0.63172	0.63154	0.63158	29	0	1
2022.08.17	10:51:00	0.63158	0.63170	0.63158	0.63163	26	0	3
2022.08.17	10:52:00	0.63166	0.63183	0.63163	0.63179	26	0	3
2022.08.17	10:53:00	0.63179	0.63181	0.63172	0.63177	23	0	2
2022.08.17	10:54:00	0.63177	0.63186	0.63172	0.63172	27	0	2
2022.08.17	10:55:00	0.63172	0.63172	0.63153	0.63163	26	0	2
2022.08.17	10:56:00	0.63164	0.63186	0.63164	0.63179	37	0	2
2022.08.17	10:57:00	0.63181	0.63181	0.63168	0.63173	41	0	2
2022.08.17	10:58:00	0.63175	0.63180	0.63170	0.63176	35	0	3
2022.08.17	10:59:00	0.63178	0.63180	0.63169	0.63179	31	0	3
2022.08.17	11:00:00	0.63179	0.63179	0.63145	0.63152	56	0	2
2022.08.17	11:01:00	0.63152	0.63153	0.63140	0.63140	42	0	4
2022.08.17	11:02:00	0.63140	0.63145	0.63106	0.63110	52	0	0
2022.08.17	11:03:00	0.63111	0.63116	0.63103	0.63114	41	0	2
2022.08.17	11:04:00	0.63113	0.63117	0.63093	0.63093	43	0	3
2022.08.17	11:05:00	0.63092	0.63096	0.63087	0.63088	47	0	3
2022.08.17	11:06:00	0.63090	0.63100	0.63088	0.63094	32	0	3
2022.08.17	11:07:00	0.63094	0.63094	0.63062	0.63062	49	0	1
2022.08.17	11:08:00	0.63062	0.63083	0.63062	0.63080	37	0	4
2022.08.17	11:09:00	0.63080	0.63094	0.63077	0.63088	30	0	0
2022.08.17	11:10:00	0.63088	0.63105	0.63088	0.63101	43	0	3
2022.08.17	11:11:00	0.63101	0.63111	0.63099	0.63099	27	0	2
2022.08.17	11:12:00	0.63099	0.63102	0.63083	0.63084	37	0	2
2022.08.17	11:13:00	0.63084	0.63117	0.63083	0.63117	37	0	0
2022.08.17	11:14:00	0.63117	0.63128	0.63112	0.63123	36	0	4
2022.08.17	11:15:00	0.63119	0.63126	0.63097	0.63097	32	0	3
2022.08.17	11:16:00	0.63097	0.63127	0.63097	0.63123	38	0	5
2022.08.17	11:17:00	0.63123	0.63123	0.63109	0.63110	31	0	4
2022.08.17	11:18:00	0.63110	0.63129	0.63110	0.63123	34	0	5
2022.08.17	11:19:00	0.63123	0.63132	0.63123	0.63127	22	0	1
2022.08.17	11:20:00	0.63126	0.63141	0.63122	0.63141	22	0	3
2022.08.17	11:21:00	0.63141	0.63141	0.63129	0.63135	19	0	3
2022.08.17	11:22:00	0.63136	0.63148	0.63133	0.63148	31	0	4
2022.08.17	11:23:00	0.63150	0.63181	0.63144	0.63181	34	0	4
2022.08.17	11:24:00	0.63179	0.63199	0.63179	0.63199	28	0	2
2022.08.17	11:25:00	0.63205	0.63205	0.63180	0.63181	32	0	2
2022.08.17	11:26:00	0.63181	0.63193	0.63176	0.63176	35	0	2
2022.08.17	11:27:00	0.63176	0.63187	0.63174	0.63187	39	0	3
2022.08.17	11:28:00	0.63187	0.63198	0.63187	0.63193	43	0	2
2022.08.17	11:29:00	0.63191	0.63191	0.63174	0.63175	30	0	3
2022.08.17	11:30:00	0.63175	0.63188	0.63167	0.63186	42	0	4
2022.08.17	11:31:00	0.63186	0.63200	0.63186	0.63199	37	0	2
2022.08.17	11:32:00	0.63200	0.63217	0.63200	0.63217	39	0	5
2022.08.17	11:33:00	0.63217	0.63217	0.63198	0.63200	37	0	5
2022.08.17	11:34:00	0.63200	0.63208	0.63199	0.63202	20	0	2
2022.08.17	11:35:00	0.63202	0.63206	0.63198	0.63200	21	0	1
2022.08.17	11:36:00	0.63201	0.63201	0.63183	0.63188	25	0	2
2022.08.17	11:37:00	0.63189	0.63192	0.63172	0.63174	28	0	3
2022.08.17	11:38:00	0.63174	0.63181	0.63163	0.63179	42	0	3
2022.08.17	11:39:00	0.63180	0.63192	0.63179	0.63190	33	0	3
2022.08.17	11:40:00	0.63190	0.63194	0.63187	0.63187	25	0	2
2022.08.17	11:41:00	0.63187	0.63195	0.63182	0.63188	22	0	1
2022.08.17	11:42:00	0.63187	0.63188	0.63176	0.63182	30	0	4
2022.08.17	11:43:00	0.63182	0.63188	0.63177	0.63177	32	0	3
2022.08.17	11:44:00	0.63177	0.63193	0.63176	0.63176	35	0	4
2022.08.17	11:45:00	0.63174	0.63179	0.63168	0.63177	32	0	4
2022.08.17	11:46:00	0.63176	0.63193	0.63176	0.63191	26	0	2
2022.08.17	11:47:00	0.63191	0.63191	0.63172	0.63179	39	0	4
2022.08.17	11:48:00	0.63178	0.63184	0.63174	0.63177	31	0	3
2022.08.17	11:49:00	0.63177	0.63177	0.63164	0.63165	54	0	2
2022.08.17	11:50:00	0.63167	0.63173	0.63164	0.63167	36	0	2
2022.08.17	11:51:00	0.63165	0.63166	0.63149	0.63149	34	0	1
2022.08.17	11:52:00	0.63149	0.63149	0.63130	0.63133	35	0	2
2022.08.17	11:53:00	0.63133	0.63150	0.63132	0.63141	33	0	3
2022.08.17	11:54:00	0.63141	0.63144	0.63134	0.63134	28	0	1
